term,definition,category
transformer report,"A electrical term meaning trafo raporu, used in site, drawing, installation or coordination contexts.",electrical systems
transformer schedule,"A electrical term meaning trafo programı/cetveli, used in site, drawing, installation or coordination contexts.",electrical systems
transformer status,"A electrical term meaning trafo durumu, used in site, drawing, installation or coordination contexts.",electrical systems
transformer switchboard,"A electrical term meaning trafo ana pano / şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
transformer testing,"A electrical term meaning trafo testi, used in site, drawing, installation or coordination contexts.",electrical systems
twisted pair cable,"A electrical term meaning bükümlü çift kablosu, used in site, drawing, installation or coordination contexts.",electrical systems
type pfc relays,"A electrical term meaning tip / tür pfc relays, used in site, drawing, installation or coordination contexts.",electrical systems
underfloor cable ladder,"A electrical term meaning döşeme altı kablo merdiveni, used in site, drawing, installation or coordination contexts.",electrical systems
underfloor cable tray,"A electrical term meaning döşeme altı kablo tavası, used in site, drawing, installation or coordination contexts.",electrical systems
underfloor cable trunking,"A electrical term meaning döşeme altı kablo kanalı, used in site, drawing, installation or coordination contexts.",electrical systems
undervoltage,"A electrical term meaning düşük gerilim, used in site, drawing, installation or coordination contexts.",electrical systems
undervoltage alarm,"A electrical term meaning düşük gerilim alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
undervoltage protection,"A electrical term meaning düşük gerilim koruması, used in site, drawing, installation or coordination contexts.",electrical systems
UPS alarm,"A electrical term meaning UPS alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
UPS battery room,"A electrical term meaning UPS akü odası, used in site, drawing, installation or coordination contexts.",electrical systems
UPS checklist,"A electrical term meaning UPS kontrol listesi, used in site, drawing, installation or coordination contexts.",electrical systems
UPS connection,"A electrical term meaning UPS bağlantısı, used in site, drawing, installation or coordination contexts.",electrical systems
UPS datasheet,"A electrical term meaning UPS veri sayfası, used in site, drawing, installation or coordination contexts.",electrical systems
UPS detail,"A electrical term meaning UPS detayı, used in site, drawing, installation or coordination contexts.",electrical systems
UPS distribution panel,"A electrical term meaning UPS dağıtım paneli, used in site, drawing, installation or coordination contexts.",electrical systems
UPS distribution switchboard,"A electrical term meaning UPS dağıtım şalt panosu, used in site, drawing, installation or coordination contexts.",electrical systems
UPS fault,"A electrical term meaning UPS arızası, used in site, drawing, installation or coordination contexts.",electrical systems
UPS inspection,"A electrical term meaning UPS kontrolü, used in site, drawing, installation or coordination contexts.",electrical systems
UPS interface,"A electrical term meaning UPS arayüzü, used in site, drawing, installation or coordination contexts.",electrical systems
UPS layout,"A electrical term meaning UPS yerleşimi, used in site, drawing, installation or coordination contexts.",electrical systems
UPS maintenance,"A electrical term meaning UPS bakımı, used in site, drawing, installation or coordination contexts.",electrical systems
UPS manual,"A electrical term meaning UPS kılavuzu, used in site, drawing, installation or coordination contexts.",electrical systems
UPS module,"A electrical term meaning ups modülü, used in site, drawing, installation or coordination contexts.",electrical systems
UPS nameplate,"A electrical term meaning UPS etiket plakası, used in site, drawing, installation or coordination contexts.",electrical systems
UPS power,"A electrical term meaning UPS güç, used in site, drawing, installation or coordination contexts.",electrical systems
UPS procedure,"A electrical term meaning UPS prosedürü, used in site, drawing, installation or coordination contexts.",electrical systems
UPS report,"A electrical term meaning UPS raporu, used in site, drawing, installation or coordination contexts.",electrical systems
UPS schedule,"A electrical term meaning UPS programı/cetveli, used in site, drawing, installation or coordination contexts.",electrical systems
UPS status,"A electrical term meaning UPS durumu, used in site, drawing, installation or coordination contexts.",electrical systems
UPS testing,"A electrical term meaning UPS testi, used in site, drawing, installation or coordination contexts.",electrical systems
vertical cable ladder,"A electrical term meaning dikey kablo merdiveni, used in site, drawing, installation or coordination contexts.",electrical systems
vertical cable tray,"A electrical term meaning dikey kablo tavası, used in site, drawing, installation or coordination contexts.",electrical systems
vertical cable trunking,"A electrical term meaning dikey kablo kanalı, used in site, drawing, installation or coordination contexts.",electrical systems
voltage current,"A electrical term meaning gerilim akım, used in site, drawing, installation or coordination contexts.",electrical systems
voltage dip,"A electrical term meaning gerilim çukuru, used in site, drawing, installation or coordination contexts.",electrical systems
voltage dip alarm,"A electrical term meaning gerilim çukuru alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
voltage dip protection,"A electrical term meaning gerilim çukuru koruması, used in site, drawing, installation or coordination contexts.",electrical systems
voltage drop calculations,"A electrical term meaning gerilim düşüm / düşmek calculations, used in site, drawing, installation or coordination contexts.",electrical systems
voltage power,"A electrical term meaning gerilim güç, used in site, drawing, installation or coordination contexts.",electrical systems
voltage sag,"A electrical term meaning gerilim çukuru, used in site, drawing, installation or coordination contexts.",electrical systems
voltage sag alarm,"A electrical term meaning gerilim çukuru alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
voltage sag protection,"A electrical term meaning gerilim çukuru koruması, used in site, drawing, installation or coordination contexts.",electrical systems
voltage swell,"A electrical term meaning gerilim yükselmesi, used in site, drawing, installation or coordination contexts.",electrical systems
voltage swell alarm,"A electrical term meaning gerilim yükselmesi alarmı, used in site, drawing, installation or coordination contexts.",electrical systems
voltage swell protection,"A electrical term meaning gerilim yükselmesi koruması, used in site, drawing, installation or coordination contexts.",electrical systems
apparatus,"A electrical term meaning cihaz / aparat, used in site, drawing, installation or coordination contexts.",equipment
casing,"A electrical term meaning muhafaza / dış gövde, used in site, drawing, installation or coordination contexts.",equipment
nameplate,"A electrical term meaning etiket plakası, used in site, drawing, installation or coordination contexts.",equipment
ik,"A electrical term meaning IK / darbe dayanım sınıfı, used in site, drawing, installation or coordination contexts.",equipment protection
addressable,"An adjective meaning “adreslenebilir”, used to describe a condition, issue, status or requirement.",fire alarm & ELV
alarmed,"A electrical term meaning alarmlı, used in site, drawing, installation or coordination contexts.",fire alarm & ELV
beacon,"A electrical term meaning flaşör / ışıklı uyarıcı, used in site, drawing, installation or coordination contexts.",fire alarm & ELV
breakglass,"A electrical term meaning cam kırma butonu, used in site, drawing, installation or coordination contexts.",fire alarm & ELV
callpoint,"A electrical term meaning yangın ihbar butonu, used in site, drawing, installation or coordination contexts.",fire alarm & ELV
repeater,"A electrical term meaning tekrarlayıcı panel, used in site, drawing, installation or coordination contexts.",fire alarm & ELV
sounder,"A electrical term meaning siren / sesli uyarıcı, used in site, drawing, installation or coordination contexts.",fire alarm & ELV
strobe,"A electrical term meaning flaşör, used in site, drawing, installation or coordination contexts.",fire alarm & ELV
electrically,"An adverb meaning “elektriksel olarak”, used to describe how or when an action is done.",general electrical
ceiling-mounted,"A electrical term meaning tavana montajlı, used in site, drawing, installation or coordination contexts.",installation
crimping,"A electrical term meaning krimpleme / sıkma, used in site, drawing, installation or coordination contexts.",installation
embedded,"A electrical term meaning gömülü, used in site, drawing, installation or coordination contexts.",installation
enclosed,"A electrical term meaning kapalı / muhafazalı, used in site, drawing, installation or coordination contexts.",installation
flush-mounted,"A electrical term meaning sıva altı montajlı, used in site, drawing, installation or coordination contexts.",installation
jointing,"A electrical term meaning ek yapma, used in site, drawing, installation or coordination contexts.",installation
sleeve,"A electrical term meaning kılıf / boru geçiş manşonu, used in site, drawing, installation or coordination contexts.",installation
splicing,"A electrical term meaning ekleme / fiber-kablo ekleme, used in site, drawing, installation or coordination contexts.",installation
watertight,"A electrical term meaning su geçirmez, used in site, drawing, installation or coordination contexts.",installation
weatherproof,"A electrical term meaning hava koşullarına dayanıklı, used in site, drawing, installation or coordination contexts.",installation
insulate,"A electrical term meaning yalıtmak / izole etmek, used in site, drawing, installation or coordination contexts.",insulation
insulated,"A electrical term meaning yalıtımlı / izole edilmiş, used in site, drawing, installation or coordination contexts.",insulation
insulating,"A electrical term meaning yalıtma / izole etme, used in site, drawing, installation or coordination contexts.",insulation
insulation,"A electrical term meaning yalıtım / izolasyon, used in site, drawing, installation or coordination contexts.",insulation
ballast,"A electrical term meaning balast, used in site, drawing, installation or coordination contexts.",lighting
cct,"A electrical term meaning CCT / ilişkili renk sıcaklığı, used in site, drawing, installation or coordination contexts.",lighting
cri,"A electrical term meaning CRI / renksel geriverim indeksi, used in site, drawing, installation or coordination contexts.",lighting
downlight,"A electrical term meaning downlight / gömme armatür, used in site, drawing, installation or coordination contexts.",lighting
glare,"A electrical term meaning parlama, used in site, drawing, installation or coordination contexts.",lighting
illuminance,"A electrical term meaning aydınlık düzeyi, used in site, drawing, installation or coordination contexts.",lighting
illumination,"A electrical term meaning aydınlatma seviyesi, used in site, drawing, installation or coordination contexts.",lighting
luminaire,"A electrical term meaning armatür, used in site, drawing, installation or coordination contexts.",lighting
luminous,"An adjective meaning “ışıklı / aydınlık”, used to describe a condition, issue, status or requirement.",lighting
DALI,DALI is an acronym used in electrical communication.,lighting controls
dimming,"A electrical term meaning dimleme / ışık kısma, used in site, drawing, installation or coordination contexts.",lighting controls
photocell,"A electrical term meaning fotosel, used in site, drawing, installation or coordination contexts.",lighting controls
diversity,"A electrical term meaning çeşitlilik / eşzamanlılık faktörü, used in site, drawing, installation or coordination contexts.",load calculations
amplify,"A electrical term meaning yükseltmek / güçlendirmek, used in site, drawing, installation or coordination contexts.",low current
interference,"A electrical term meaning girişim / parazit, used in site, drawing, installation or coordination contexts.",low current
low-current,"An adjective meaning “zayıf akım”, used to describe a condition, issue, status or requirement.",low current
conductive,"An adjective meaning “iletken”, used to describe a condition, issue, status or requirement.",materials
CT,CT is an acronym used in electrical communication.,metering
PT,PT is an acronym used in electrical communication.,metering
VT,VT is an acronym used in electrical communication.,metering
delta,"A electrical term meaning delta bağlantı, used in site, drawing, installation or coordination contexts.",motor control
MCC,MCC is an acronym used in electrical communication.,motor control
starter,"A electrical term meaning yolverici / starter, used in site, drawing, installation or coordination contexts.",motor control
VFD,VFD is an acronym used in electrical communication.,motor control
bandwidth,"A electrical term meaning bant genişliği, used in site, drawing, installation or coordination contexts.",network
gas detector alarm,"A electrical term meaning gaz dedektörü alarmı, used in site, drawing, installation or coordination contexts.",oil & gas construction
gas detector connection,"A electrical term meaning gaz dedektörü bağlantısı, used in site, drawing, installation or coordination contexts.",oil & gas construction
gas detector datasheet,"A electrical term meaning gaz dedektörü veri sayfası, used in site, drawing, installation or coordination contexts.",oil & gas construction
gas detector detail,"A electrical term meaning gaz dedektörü detayı, used in site, drawing, installation or coordination contexts.",oil & gas construction
gas detector fault,"A electrical term meaning gaz dedektörü arızası, used in site, drawing, installation or coordination contexts.",oil & gas construction
gas detector interface,"A electrical term meaning gaz dedektörü arayüzü, used in site, drawing, installation or coordination contexts.",oil & gas construction
gas detector manual,"A electrical term meaning gaz dedektörü kılavuzu, used in site, drawing, installation or coordination contexts.",oil & gas construction
gas detector nameplate,"A electrical term meaning gaz dedektörü etiket plakası, used in site, drawing, installation or coordination contexts.",oil & gas construction
gas detector status,"A electrical term meaning gaz dedektörü durumu, used in site, drawing, installation or coordination contexts.",oil & gas construction
instrument junction box,"A electrical term meaning enstrüman buatı, used in site, drawing, installation or coordination contexts.",oil & gas construction
intrinsically safe circuit,"A electrical term meaning kendinden emniyetli devre, used in site, drawing, installation or coordination contexts.",oil & gas construction
local control station,"A electrical term meaning lokal kontrol istasyonu, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter alarm,"A electrical term meaning basınç transmitteri alarmı, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter connection,"A electrical term meaning basınç transmitteri bağlantısı, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter datasheet,"A electrical term meaning basınç transmitteri veri sayfası, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter detail,"A electrical term meaning basınç transmitteri detayı, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter fault,"A electrical term meaning basınç transmitteri arızası, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter interface,"A electrical term meaning basınç transmitteri arayüzü, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter manual,"A electrical term meaning basınç transmitteri kılavuzu, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter nameplate,"A electrical term meaning basınç transmitteri etiket plakası, used in site, drawing, installation or coordination contexts.",oil & gas construction
pressure transmitter status,"A electrical term meaning basınç transmitteri durumu, used in site, drawing, installation or coordination contexts.",oil & gas construction
switching,"A electrical term meaning anahtarlama, used in site, drawing, installation or coordination contexts.",operation
access control board,"A electrical term meaning geçiş kontrol panosu, used in site, drawing, installation or coordination contexts.",panelboards
capacitor bank board,"A electrical term meaning kompanzasyon panosu, used in site, drawing, installation or coordination contexts.",panelboards
control board,"A electrical term meaning kontrol panosu, used in site, drawing, installation or coordination contexts.",panelboards
isolation board,"A electrical term meaning izolasyon panosu, used in site, drawing, installation or coordination contexts.",panelboards
local control board,"A electrical term meaning lokal kontrol panosu, used in site, drawing, installation or coordination contexts.",panelboards
marshalling board,"A electrical term meaning marshalling panosu, used in site, drawing, installation or coordination contexts.",panelboards
mechanical board,"A electrical term meaning mekanik panosu, used in site, drawing, installation or coordination contexts.",panelboards
metering board,"A electrical term meaning ölçümleme panosu, used in site, drawing, installation or coordination contexts.",panelboards
motor control board,"A electrical term meaning motor kontrol panosu, used in site, drawing, installation or coordination contexts.",panelboards
nurse call board,"A electrical term meaning hemşire çağrı panosu, used in site, drawing, installation or coordination contexts.",panelboards
panelboard,"A electrical term meaning pano / dağıtım panosu, used in site, drawing, installation or coordination contexts.",panelboards
partitioning,"A electrical term meaning bölmelendirme, used in site, drawing, installation or coordination contexts.",panelboards
public address board,"A electrical term meaning genel anons panosu, used in site, drawing, installation or coordination contexts.",panelboards
remote control board,"A electrical term meaning uzaktan kontrol panosu, used in site, drawing, installation or coordination contexts.",panelboards
security board,"A electrical term meaning güvenlik panosu, used in site, drawing, installation or coordination contexts.",panelboards
small power board,"A electrical term meaning küçük güç panosu, used in site, drawing, installation or coordination contexts.",panelboards
switchboard,"A electrical term meaning ana pano / şalt panosu, used in site, drawing, installation or coordination contexts.",panelboards
synchronization board,"A electrical term meaning senkronizasyon panosu, used in site, drawing, installation or coordination contexts.",panelboards
impedance,"A electrical term meaning empedans, used in site, drawing, installation or coordination contexts.",parameters
kilovoltampere,"A electrical term meaning kilovoltamper, used in site, drawing, installation or coordination contexts.",parameters
kvar,"A electrical term meaning kVAr / reaktif güç birimi, used in site, drawing, installation or coordination contexts.",parameters
rated,"A electrical term meaning anma değerli, used in site, drawing, installation or coordination contexts.",parameters
rms,"A electrical term meaning RMS / etkin değer, used in site, drawing, installation or coordination contexts.",parameters
busbar,"A electrical term meaning bara, used in site, drawing, installation or coordination contexts.",power distribution
busduct,"A electrical term meaning bara kanalı / busbar kanal, used in site, drawing, installation or coordination contexts.",power distribution
dedicated,"A electrical term meaning özel ayrılmış, used in site, drawing, installation or coordination contexts.",power distribution
downstream,"A electrical term meaning aşağı akış / sonraki besleme noktası, used in site, drawing, installation or coordination contexts.",power distribution
feeder,"A electrical term meaning besleme hattı / fider, used in site, drawing, installation or coordination contexts.",power distribution
HV,HV is an acronym used in electrical communication.,power distribution
overhead,"A electrical term meaning baş üstü / havai, used in site, drawing, installation or coordination contexts.",power distribution
receptacle,"A electrical term meaning priz / alıcı yuva, used in site, drawing, installation or coordination contexts.",power distribution
submain,"A electrical term meaning ana alt besleme, used in site, drawing, installation or coordination contexts.",power distribution
transmission,"A electrical term meaning iletim, used in site, drawing, installation or coordination contexts.",power distribution
upstream,"A electrical term meaning yukarı akış / önceki besleme noktası, used in site, drawing, installation or coordination contexts.",power distribution
capacitor,"A electrical term meaning kondansatör, used in site, drawing, installation or coordination contexts.",power factor correction
compensate,"A electrical term meaning telafi etmek / kompanze etmek, used in site, drawing, installation or coordination contexts.",power quality
flicker,"A electrical term meaning ışık titremesi, used in site, drawing, installation or coordination contexts.",power quality
harmonic,"An adjective meaning “harmonik”, used to describe a condition, issue, status or requirement.",power quality
reactive,"An adjective meaning “reaktif”, used to describe a condition, issue, status or requirement.",power quality
sag,"A electrical term meaning gerilim çukuru / sarkma, used in site, drawing, installation or coordination contexts.",power quality
swell,"A electrical term meaning gerilim yükselmesi, used in site, drawing, installation or coordination contexts.",power quality
unbalanced,"A electrical term meaning dengesiz, used in site, drawing, installation or coordination contexts.",power quality
waveform,"A electrical term meaning dalga şekli, used in site, drawing, installation or coordination contexts.",power quality
alternate,"A electrical term meaning alternatif / dönüşümlü, used in site, drawing, installation or coordination contexts.",power supply
ATS,ATS is an acronym used in electrical communication.,power supply
switchover,"A electrical term meaning kaynak aktarımı / transfer, used in site, drawing, installation or coordination contexts.",power supply
utility,"A electrical term meaning şebeke hizmeti / altyapı kuruluşu, used in site, drawing, installation or coordination contexts.",power supply
alternator,"A electrical term meaning alternatör, used in site, drawing, installation or coordination contexts.",power systems
changeover,"A electrical term meaning transfer / değişim, used in site, drawing, installation or coordination contexts.",power systems
phase-neutral,"An adjective meaning “faz-nötr”, used to describe a condition, issue, status or requirement.",power systems
phase-to-phase,"A electrical term meaning faz-faz, used in site, drawing, installation or coordination contexts.",power systems
phasing,"A electrical term meaning fazlama / aşamalandırma, used in site, drawing, installation or coordination contexts.",power systems
ACB,ACB is an acronym used in electrical communication.,protection
arc fault,"A electrical term meaning ark arızası, used in site, drawing, installation or coordination contexts.",protection
arc fault protection,"A electrical term meaning ark arızası koruması, used in site, drawing, installation or coordination contexts.",protection
arc flash,"A electrical term meaning ark flaşı, used in site, drawing, installation or coordination contexts.",protection
arc flash protection,"A electrical term meaning ark flaşı koruması, used in site, drawing, installation or coordination contexts.",protection
arrester,"A electrical term meaning parafudr / tutucu, used in site, drawing, installation or coordination contexts.",protection
differential protection,"A electrical term meaning diferansiyel koruma, used in site, drawing, installation or coordination contexts.",protection
differential protection protection,"A electrical term meaning diferansiyel koruma koruması, used in site, drawing, installation or coordination contexts.",protection
earth fault protection,"A electrical term meaning toprak arızası koruması, used in site, drawing, installation or coordination contexts.",protection
ELCB,ELCB is an acronym used in electrical communication.,protection
ground fault protection,"A electrical term meaning toprak arızası koruması, used in site, drawing, installation or coordination contexts.",protection
harmonic distortion,"A electrical term meaning harmonik bozulma, used in site, drawing, installation or coordination contexts.",protection
harmonic distortion protection,"A electrical term meaning harmonik bozulma koruması, used in site, drawing, installation or coordination contexts.",protection
lightning protection protection,"A electrical term meaning yıldırım koruma koruması, used in site, drawing, installation or coordination contexts.",protection
load imbalance,"A electrical term meaning yük dengesizliği, used in site, drawing, installation or coordination contexts.",protection
load imbalance protection,"A electrical term meaning yük dengesizliği koruması, used in site, drawing, installation or coordination contexts.",protection
mains failure,"A electrical term meaning şebeke arızası, used in site, drawing, installation or coordination contexts.",protection
mains failure protection,"A electrical term meaning şebeke arızası koruması, used in site, drawing, installation or coordination contexts.",protection
MCCB,MCCB is an acronym used in electrical communication.,protection
molded,"A electrical term meaning kalıplanmış, used in site, drawing, installation or coordination contexts.",protection
moulded,"A electrical term meaning kalıplanmış, used in site, drawing, installation or coordination contexts.",protection
neutral displacement,"A electrical term meaning nötr kayması, used in site, drawing, installation or coordination contexts.",protection
neutral displacement protection,"A electrical term meaning nötr kayması koruması, used in site, drawing, installation or coordination contexts.",protection
open circuit,"A electrical term meaning açık devre, used in site, drawing, installation or coordination contexts.",protection
open circuit protection,"A electrical term meaning açık devre koruması, used in site, drawing, installation or coordination contexts.",protection
overcurrent,"An adjective meaning “aşırı akım”, used to describe a condition, issue, status or requirement.",protection
phase fault,"A electrical term meaning faz arızası, used in site, drawing, installation or coordination contexts.",protection
phase fault protection,"A electrical term meaning faz arızası koruması, used in site, drawing, installation or coordination contexts.",protection
phase imbalance,"A electrical term meaning faz dengesizliği, used in site, drawing, installation or coordination contexts.",protection
phase imbalance protection,"A electrical term meaning faz dengesizliği koruması, used in site, drawing, installation or coordination contexts.",protection
phase loss,"A electrical term meaning faz kaybı, used in site, drawing, installation or coordination contexts.",protection
phase loss protection,"A electrical term meaning faz kaybı koruması, used in site, drawing, installation or coordination contexts.",protection
phase reversal,"A electrical term meaning faz tersliği, used in site, drawing, installation or coordination contexts.",protection
phase reversal protection,"A electrical term meaning faz tersliği koruması, used in site, drawing, installation or coordination contexts.",protection
phase rotation protection,"A electrical term meaning faz yönü koruması, used in site, drawing, installation or coordination contexts.",protection
phase sequence protection,"A electrical term meaning faz sırası koruması, used in site, drawing, installation or coordination contexts.",protection
RCD,RCD is an acronym used in electrical communication.,protection
residual,"An adjective meaning “kaçak / artık”, used to describe a condition, issue, status or requirement.",protection
reverse power,"A electrical term meaning ters güç, used in site, drawing, installation or coordination contexts.",protection
reverse power protection,"A electrical term meaning ters güç koruması, used in site, drawing, installation or coordination contexts.",protection
short circuit protection,"A electrical term meaning kısa devre koruması, used in site, drawing, installation or coordination contexts.",protection
short-circuit,"A electrical term meaning kısa devre, used in site, drawing, installation or coordination contexts.",protection
spd,"A electrical term meaning SPD / aşırı gerilim koruma cihazı, used in site, drawing, installation or coordination contexts.",protection
surge,"A electrical term meaning ani gerilim yükselmesi, used in site, drawing, installation or coordination contexts.",protection
surge protection protection,"A electrical term meaning aşırı gerilim koruma koruması, used in site, drawing, installation or coordination contexts.",protection
thermal,"An adjective meaning “termal / ısıl”, used to describe a condition, issue, status or requirement.",protection
thermal overload,"A electrical term meaning termik aşırı yük, used in site, drawing, installation or coordination contexts.",protection
thermal overload protection,"A electrical term meaning termik aşırı yük koruması, used in site, drawing, installation or coordination contexts.",protection
redundant,"An adjective meaning “yedekli”, used to describe a condition, issue, status or requirement.",reliability
reliability,"A electrical term meaning güvenilirlik, used in site, drawing, installation or coordination contexts.",reliability
proximity-card,"A electrical term meaning yakınlık kartı, used in site, drawing, installation or coordination contexts.",security
intrusion,"A electrical term meaning izinsiz giriş, used in site, drawing, installation or coordination contexts.",security systems
RFID,RFID is an acronym used in electrical communication.,security systems
surveillance,"A electrical term meaning gözetim / izleme, used in site, drawing, installation or coordination contexts.",security systems
backbone,"A electrical term meaning omurga, used in site, drawing, installation or coordination contexts.",structured cabling
coaxial,"An adjective meaning “koaksiyel”, used to describe a condition, issue, status or requirement.",structured cabling
bay,"A electrical term meaning hücre / bölüm, used in site, drawing, installation or coordination contexts.",substation
disconnecting switch,"A electrical term meaning ayırıcı, used in site, drawing, installation or coordination contexts.",substation
fault level,"A electrical term meaning arıza seviyesi, used in site, drawing, installation or coordination contexts.",substation
feeder bay,"A electrical term meaning fider hücresi, used in site, drawing, installation or coordination contexts.",substation
impedance earthed neutral,"A electrical term meaning empedans üzerinden topraklı nötr, used in site, drawing, installation or coordination contexts.",substation
interlocking scheme,"A electrical term meaning kilitleme şeması, used in site, drawing, installation or coordination contexts.",substation
metering bay,"A electrical term meaning ölçü hücresi, used in site, drawing, installation or coordination contexts.",substation
mimic diagram,"A electrical term meaning mimik diyagram, used in site, drawing, installation or coordination contexts.",substation
short circuit level,"A electrical term meaning kısa devre seviyesi, used in site, drawing, installation or coordination contexts.",substation
substation,"A electrical term meaning trafo merkezi / şalt tesisi, used in site, drawing, installation or coordination contexts.",substation
withdrawable unit,"A electrical term meaning çekmeceli ünite, used in site, drawing, installation or coordination contexts.",substation
disconnector,"A electrical term meaning ayırıcı, used in site, drawing, installation or coordination contexts.",switchgear
switchgear,"A electrical term meaning şalt ekipmanı / hücre, used in site, drawing, installation or coordination contexts.",switchgear
standalone,"A electrical term meaning bağımsız çalışan, used in site, drawing, installation or coordination contexts.",systems
integrate,"A electrical term meaning entegre etmek, used in site, drawing, installation or coordination contexts.",systems integration
integrated,"A electrical term meaning entegre edilmiş, used in site, drawing, installation or coordination contexts.",systems integration
integrating,"A electrical term meaning entegre etme, used in site, drawing, installation or coordination contexts.",systems integration
integration,"A electrical term meaning entegrasyon, used in site, drawing, installation or coordination contexts.",systems integration
crimp,"A electrical term meaning krimplemek / sıkma bağlantı, used in site, drawing, installation or coordination contexts.",termination
ferrule,"A electrical term meaning kablo yüksüğü / ferrül, used in site, drawing, installation or coordination contexts.",termination
gland,"A electrical term meaning rakor / kablo rakoru, used in site, drawing, installation or coordination contexts.",termination
lug,"A electrical term meaning kablo pabucu, used in site, drawing, installation or coordination contexts.",termination
terminate,"A electrical term meaning uçlandırmak / sonlandırmak, used in site, drawing, installation or coordination contexts.",termination
terminated,"A electrical term meaning uçlandırılmış, used in site, drawing, installation or coordination contexts.",termination
terminating,"A electrical term meaning uçlandırma / sonlandırma, used in site, drawing, installation or coordination contexts.",termination
termination,"A electrical term meaning uçlandırma / sonlandırma, used in site, drawing, installation or coordination contexts.",termination
clampmeter,"A electrical term meaning pens ampermetre, used in site, drawing, installation or coordination contexts.",testing
continuity,"A electrical term meaning süreklilik, used in site, drawing, installation or coordination contexts.",testing
hotspot,"A electrical term meaning sıcak nokta, used in site, drawing, installation or coordination contexts.",testing
infrared,"A electrical term meaning kızılötesi, used in site, drawing, installation or coordination contexts.",testing
megohm,"A electrical term meaning megaohm, used in site, drawing, installation or coordination contexts.",testing
oscilloscope,"A electrical term meaning osiloskop, used in site, drawing, installation or coordination contexts.",testing
polarity,"A electrical term meaning polarite / kutupluluk, used in site, drawing, installation or coordination contexts.",testing
crimper,"A electrical term meaning krimp pensesi, used in site, drawing, installation or coordination contexts.",tools
fish-tape,"A electrical term meaning kablo çekme yayı, used in site, drawing, installation or coordination contexts.",tools
dry-type,"A electrical term meaning kuru tip, used in site, drawing, installation or coordination contexts.",transformers
headend,"A electrical term meaning merkez ekipmanı / head-end, used in site, drawing, installation or coordination contexts.",ELV systems
topology,"A electrical term meaning topoloji, used in site, drawing, installation or coordination contexts.",IT & networks
autonomy,"A electrical term meaning yedekleme süresi / otonomi, used in site, drawing, installation or coordination contexts.",UPS & batteries
uninterruptible,"An adjective meaning “kesintisiz”, used to describe a condition, issue, status or requirement.",UPS & batteries
modbus,"A electrical term meaning Modbus / haberleşme protokolü, used in site, drawing, installation or coordination contexts.",automation
bacnet,"A electrical term meaning BACnet / bina otomasyon haberleşme protokolü, used in site, drawing, installation or coordination contexts.",building automation
knx,"A electrical term meaning KNX / bina otomasyon protokolü, used in site, drawing, installation or coordination contexts.",building automation
ampacity,"A electrical term meaning akım taşıma kapasitesi, used in site, drawing, installation or coordination contexts.",cables
concentric,"An adjective meaning “konsantrik”, used to describe a condition, issue, status or requirement.",cables
derating,"A electrical term meaning kapasite düşürme / derating, used in site, drawing, installation or coordination contexts.",cables
GSM,GSM is an acronym used in electrical communication.,communication / ELV
IT,IT is an acronym used in electrical communication.,communication / ELV
telecommunication,"A electrical term meaning telekomünikasyon, used in site, drawing, installation or coordination contexts.",communication / ELV
Wi-Fi,"A electrical term meaning Wi-Fi / kablosuz ağ, used in site, drawing, installation or coordination contexts.",communication / ELV
amplification,"A electrical term meaning yükseltme, used in site, drawing, installation or coordination contexts.",communication systems
equalizer,"A electrical term meaning eşitleyici, used in site, drawing, installation or coordination contexts.",components
lamination,"A electrical term meaning laminasyon / sac paket, used in site, drawing, installation or coordination contexts.",components
rectifier,"A electrical term meaning redresör / doğrultucu, used in site, drawing, installation or coordination contexts.",components
bypassable,"An adjective meaning “baypas edilebilir”, used to describe a condition, issue, status or requirement.",control
hardwired,"A electrical term meaning kablolu bağlı, used in site, drawing, installation or coordination contexts.",control
decentralized,"A electrical term meaning dağıtık / merkezi olmayan, used in site, drawing, installation or coordination contexts.",controls
cathodic,"An adjective meaning “katodik”, used to describe a condition, issue, status or requirement.",corrosion protection
fault tolerance,"A electrical term meaning arıza toleransı, used in site, drawing, installation or coordination contexts.",data center
RPP,RPP is an acronym used in electrical communication.,data center
earthing-ready,"A electrical term meaning topraklamaya hazır, used in site, drawing, installation or coordination contexts.",earthing
equipotential,"An adjective meaning “eşpotansiyel”, used to describe a condition, issue, status or requirement.",earthing & bonding
exothermic,"An adjective meaning “ekzotermik”, used to describe a condition, issue, status or requirement.",earthing & bonding
solidly,"An adverb meaning “sağlam şekilde / doğrudan”, used to describe how or when an action is done.",earthing & bonding
