id,term,normalizedTerm,turkishMeaning,cefrLevel,domain,contentDomain,lifeContext,register,primaryUseCase,category,termType,partOfSpeech,wordCount,definition,exampleSentence,turkishExample,relatedTerms,commonMistakes,grammarFits,skillUse,tags,source,confidence,status,importTier,isCore,isTechnical,isProfessionalPhrase,isContractual,isDailySiteEnglish,isLifeWideEnglish,reviewReason,variantOf,grammarDomainAlias,qcRepairNotes
vocab_electrical_b2_0330,generator panel,generator panel,jeneratör paneli,B2,electrical,engineering,site,technical,site-task,electrical systems,two_word_term,multiword_term,2,"A electrical term meaning jeneratör paneli, used in site, drawing, installation or coordination contexts.",The generator panel must be ready before functional testing starts.,Fonksiyon testi başlamadan önce jeneratör paneli hazır olmalıdır.,"power, cable, panel, protection, testing","Do not translate this word alone without checking the drawing, system or site context. For “generator panel”, check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, electrical, electrical-systems, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,electrical,domain_mapping: domain mapped to electrical | Final polish: mechanical template removed; English/Turkish naturalness repaired
vocab_electrical_b2_0329,generator nameplate,generator nameplate,jeneratör etiket plakası,B2,electrical,engineering,site,technical,site-task,electrical systems,two_word_term,multiword_term,2,"A electrical term meaning jeneratör etiket plakası, used in site, drawing, installation or coordination contexts.",Please compare the generator nameplate with the approved electrical drawing.,Lütfen jeneratör etiket plakası onaylı elektrik çizimiyle karşılaştırın.,"power, cable, panel, protection, testing","Check whether the term refers to installation, inspection, testing or documentation before using it. For “generator nameplate”, check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, electrical, electrical-systems, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,electrical,domain_mapping: domain mapped to electrical | Final polish: mechanical template removed; English/Turkish naturalness repaired
vocab_electrical_b2_0328,generator manual,generator manual,jeneratör kılavuzu,B2,electrical,engineering,site,technical,site-task,electrical systems,two_word_term,multiword_term,2,"A electrical term meaning jeneratör kılavuzu, used in site, drawing, installation or coordination contexts.",The generator manual was checked during the electrical walkdown.,Elektrik saha kontrolü sırasında jeneratör kılavuzu kontrol edildi.,"power, cable, panel, protection, testing","In technical writing, keep the term specific and avoid vague words like thing or stuff. For “generator manual”, check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, electrical, electrical-systems, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,electrical,domain_mapping: domain mapped to electrical | Final polish: mechanical template removed; English/Turkish naturalness repaired
vocab_electrical_b2_0327,generator maintenance,generator maintenance,jeneratör bakımı,B2,electrical,engineering,site,technical,site-task,electrical systems,two_word_term,multiword_term,2,"A electrical term meaning jeneratör bakımı, used in site, drawing, installation or coordination contexts.",The generator maintenance must be confirmed before the work continues.,İşe devam etmeden önce jeneratör bakımı teyit edilmelidir.,"power, cable, panel, protection, testing","Do not use this term for every similar item; confirm the exact component or activity. For “generator maintenance”, check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, electrical, electrical-systems, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,electrical,domain_mapping: domain mapped to electrical
vocab_electrical_b2_0325,generator layout,generator layout,jeneratör yerleşimi,B2,electrical,engineering,site,technical,site-task,electrical systems,two_word_term,multiword_term,2,"A electrical term meaning jeneratör yerleşimi, used in site, drawing, installation or coordination contexts.",The supervisor asked the team to recheck the generator layout after installation.,Saha şefi montajdan sonra jeneratör yerleşimi yeniden kontrol etmelerini istedi.,"power, cable, panel, protection, testing","Check whether the term refers to installation, inspection, testing or documentation before using it. For “generator layout”, check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, electrical, electrical-systems, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,electrical,domain_mapping: domain mapped to electrical | Final polish: mechanical template removed; English/Turkish naturalness repaired
vocab_civil_b2_0067,workability (concrete),workability (concrete),işlenebilirlik (beton),B2,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning işlenebilirlik (beton), used in site, drawing, installation or coordination contexts.",Please check the workability (concrete) before the next inspection.,Lütfen bir sonraki muayeneden önce işlenebilirlik (beton) kontrol edin.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""workability (concrete)"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b1_0058,concrete grade,concrete grade,beton sınıfı,B1,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning beton sınıfı, used in site, drawing, installation or coordination contexts.",The concrete grade should be ready before commissioning.,Devreye alma öncesinde beton sınıfı hazır olmalıdır.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""concrete grade"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_a2_0021,plain concrete,plain concrete,sade beton,A2,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning sade beton, used in site, drawing, installation or coordination contexts.",The plain concrete must be confirmed before the work continues.,İşe devam etmeden önce sade beton teyit edilmelidir.,"concrete, steel, foundation, excavation, structure","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""plain concrete"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","a2, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b1_0063,bolted connection,bolted connection,cıvatalı bağlantı,B1,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning cıvatalı bağlantı, used in site, drawing, installation or coordination contexts.",Please check the bolted connection before the next inspection.,Lütfen bir sonraki muayeneden önce cıvatalı bağlantı kontrol edin.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""bolted connection"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b1_0062,steel frame,steel frame,çelik iskelet,B1,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning çelik iskelet, used in site, drawing, installation or coordination contexts.",The steel frame should be ready before commissioning.,Devreye alma öncesinde çelik iskelet hazır olmalıdır.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""steel frame"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_a2_0023,steel column,steel column,çelik kolon,A2,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning çelik kolon, used in site, drawing, installation or coordination contexts.",Please verify the steel column level before the next activity starts.,Bir sonraki aktivite başlamadan önce çelik kolon kotunu doğrulayın.,"concrete, steel, foundation, excavation, structure","Do not use this term for every similar item; confirm the exact component or activity. For ""steel column"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","a2, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_a2_0022,steel beam,steel beam,çelik kiriş,A2,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning çelik kiriş, used in site, drawing, installation or coordination contexts.",Please check the steel beam before the next inspection.,Lütfen bir sonraki muayeneden önce çelik kiriş kontrol edin.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""steel beam"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","a2, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c1_0028,early age cracking,early age cracking,erken yaş çatlaması,C1,civil,engineering,site,technical,site-task,concrete works,three_word_term,multiword_term,3,"A civil term meaning erken yaş çatlaması, used in site, drawing, installation or coordination contexts.",The early age cracking should be ready before commissioning.,Devreye alma öncesinde erken yaş çatlaması hazır olmalıdır.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""early age cracking"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, civil, concrete-works, engineering, engineeros, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c2_0004,silica fume,silica fume,silis dumanı,C2,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning silis dumanı, used in site, drawing, installation or coordination contexts.",The site engineer recorded the silica fume condition before the pour.,Saha mühendisi dökümden önce silis dumanı durumunu kaydetti.,"concrete, steel, foundation, excavation, structure","Do not translate this word alone without checking the drawing, system or site context. For ""silica fume"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c2, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b2_0071,fly ash,fly ash,uçucu kül,B2,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning uçucu kül, used in site, drawing, installation or coordination contexts.",Please check the fly ash before the next inspection.,Lütfen bir sonraki muayeneden önce uçucu kül kontrol edin.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""fly ash"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c1_0026,bleeding (concrete),bleeding (concrete),terleme (beton),C1,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning terleme (beton), used in site, drawing, installation or coordination contexts.",The site engineer recorded the bleeding (concrete) condition before the pour.,Saha mühendisi dökümden önce terleme (beton) durumunu kaydetti.,"concrete, steel, foundation, excavation, structure","Do not translate this word alone without checking the drawing, system or site context. For ""bleeding (concrete)"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c1_0025,concrete segregation,concrete segregation,beton ayrışması,C1,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning beton ayrışması, used in site, drawing, installation or coordination contexts.",Please verify the concrete segregation level before the next activity starts.,Bir sonraki aktivite başlamadan önce beton ayrışması kotunu doğrulayın.,"concrete, steel, foundation, excavation, structure","Do not use this term for every similar item; confirm the exact component or activity. For ""concrete segregation"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c1_0024,hydration heat,hydration heat,hidratasyon ısısı,C1,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning hidratasyon ısısı, used in site, drawing, installation or coordination contexts.",Please check the hydration heat before the next inspection.,Lütfen bir sonraki muayeneden önce hidratasyon ısısı kontrol edin.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""hydration heat"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c1_0023,mass concrete,mass concrete,kütle beton,C1,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning kütle beton, used in site, drawing, installation or coordination contexts.",The mass concrete should be ready before commissioning.,Devreye alma öncesinde kütle beton hazır olmalıdır.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""mass concrete"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b1_0059,concrete repair,concrete repair,beton onarımı,B1,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning beton onarımı, used in site, drawing, installation or coordination contexts.",The site engineer recorded the concrete repair condition before the pour.,Saha mühendisi dökümden önce beton onarımı durumunu kaydetti.,"concrete, steel, foundation, excavation, structure","Do not translate this word alone without checking the drawing, system or site context. For ""concrete repair"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c2_0002,alkali-silica reaction,alkali-silica reaction,alkali-silika reaksiyonu,C2,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning alkali-silika reaksiyonu, used in site, drawing, installation or coordination contexts.",Please verify the alkali-silica reaction level before the next activity starts.,Bir sonraki aktivite başlamadan önce alkali-silika reaksiyonu kotunu doğrulayın.,"concrete, steel, foundation, excavation, structure","Do not use this term for every similar item; confirm the exact component or activity. For ""alkali-silica reaction"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c2, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c2_0001,chloride attack,chloride attack,klorür saldırısı,C2,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning klorür saldırısı, used in site, drawing, installation or coordination contexts.",Please check the chloride attack before the next inspection.,Lütfen bir sonraki muayeneden önce klorür saldırısı kontrol edin.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""chloride attack"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c2, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b2_0069,concrete durability,concrete durability,beton dayanıklılığı,B2,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning beton dayanıklılığı, used in site, drawing, installation or coordination contexts.",The concrete durability must be confirmed before the work continues.,İşe devam etmeden önce beton dayanıklılığı teyit edilmelidir.,"concrete, steel, foundation, excavation, structure","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""concrete durability"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b2_0068,high-strength concrete,high-strength concrete,yüksek dayanımlı beton,B2,civil,engineering,site,technical,site-task,concrete works,two_word_term,multiword_term,2,"A civil term meaning yüksek dayanımlı beton, used in site, drawing, installation or coordination contexts.",The site engineer recorded the high-strength concrete condition before the pour.,Saha mühendisi dökümden önce yüksek dayanımlı beton durumunu kaydetti.,"concrete, steel, foundation, excavation, structure","Do not translate this word alone without checking the drawing, system or site context. For ""high-strength concrete"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, civil, concrete-works, engineering, engineeros, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b2_0077,steel deck,steel deck,çelik döşeme sacı,B2,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning çelik döşeme sacı, used in site, drawing, installation or coordination contexts.",The site engineer recorded the steel deck condition before the pour.,Saha mühendisi dökümden önce çelik döşeme sacı durumunu kaydetti.,"concrete, steel, foundation, excavation, structure","Do not translate this word alone without checking the drawing, system or site context. For ""steel deck"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c1_0032,shear connection,shear connection,kayma bağlantısı,C1,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning kayma bağlantısı, used in site, drawing, installation or coordination contexts.",Please verify the shear connection level before the next activity starts.,Bir sonraki aktivite başlamadan önce kayma bağlantısı kotunu doğrulayın.,"concrete, steel, foundation, excavation, structure","Do not use this term for every similar item; confirm the exact component or activity. For ""shear connection"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c1_0031,moment connection,moment connection,moment bağlantısı,C1,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning moment bağlantısı, used in site, drawing, installation or coordination contexts.",Please check the moment connection before the next inspection.,Lütfen bir sonraki muayeneden önce moment bağlantısı kontrol edin.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""moment connection"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b1_0070,high-strength bolt,high-strength bolt,yüksek dayanımlı cıvata,B1,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning yüksek dayanımlı cıvata, used in site, drawing, installation or coordination contexts.",The high-strength bolt should be ready before commissioning.,Devreye alma öncesinde yüksek dayanımlı cıvata hazır olmalıdır.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""high-strength bolt"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b1_0069,steel section,steel section,çelik profil,B1,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning çelik profil, used in site, drawing, installation or coordination contexts.",The steel section must be confirmed before the work continues.,İşe devam etmeden önce çelik profil teyit edilmelidir.,"concrete, steel, foundation, excavation, structure","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""steel section"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_c1_0030,mill certificate,mill certificate,fabrika sertifikası,C1,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning fabrika sertifikası, used in site, drawing, installation or coordination contexts.",The site engineer recorded the mill certificate condition before the pour.,Saha mühendisi dökümden önce fabrika sertifikası durumunu kaydetti.,"concrete, steel, foundation, excavation, structure","Do not translate this word alone without checking the drawing, system or site context. For ""mill certificate"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","c1, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b2_0076,fireproofing (steel),fireproofing (steel),yangına dayanıklılık kaplaması,B2,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning yangına dayanıklılık kaplaması, used in site, drawing, installation or coordination contexts.",Please verify the fireproofing (steel) level before the next activity starts.,Bir sonraki aktivite başlamadan önce yangına dayanıklılık kaplaması kotunu doğrulayın.,"concrete, steel, foundation, excavation, structure","Do not use this term for every similar item; confirm the exact component or activity. For ""fireproofing (steel)"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b2_0075,corrosion protection coating,corrosion protection coating,korozyon koruma kaplaması,B2,civil,engineering,site,technical,site-task,structural steel,three_word_term,multiword_term,3,"A civil term meaning korozyon koruma kaplaması, used in site, drawing, installation or coordination contexts.",Please check the corrosion protection coating before the next inspection.,Lütfen bir sonraki muayeneden önce korozyon koruma kaplaması kontrol edin.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""corrosion protection coating"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b2, civil, engineering, engineeros, structural-steel, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b1_0068,steel fabrication,steel fabrication,çelik imalatı,B1,civil,engineering,site,technical,site-task,structural steel,two_word_term,multiword_term,2,"A civil term meaning çelik imalatı, used in site, drawing, installation or coordination contexts.",The steel fabrication should be ready before commissioning.,Devreye alma öncesinde çelik imalatı hazır olmalıdır.,"concrete, steel, foundation, excavation, structure","Check whether the term refers to installation, inspection, testing or documentation before using it. For ""steel fabrication"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, civil, engineering, engineeros, structural-steel, two_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
vocab_civil_b1_0067,shop drawing (steel),shop drawing (steel),imalat çizimi (çelik),B1,civil,engineering,site,technical,site-task,structural steel,three_word_term,multiword_term,3,"A civil term meaning imalat çizimi (çelik), used in site, drawing, installation or coordination contexts.",The shop drawing (steel) must be confirmed before the work continues.,İşe devam etmeden önce imalat çizimi (çelik) teyit edilmelidir.,"concrete, steel, foundation, excavation, structure","In technical writing, keep the term specific and avoid vague words like thing or stuff. For ""shop drawing (steel)"", check the exact site meaning before writing a report.","simple present, passive voice, modal obligation, technical reporting, prepositions","reading, writing, speaking, vocabulary","b1, civil, engineering, engineeros, structural-steel, three_word_term",EngineerOS curated real collocation + Final QC life-wide normalization,0.86,approved,technical_term,False,True,False,False,False,False,,,civil,domain_mapping: domain mapped to civil | Civil_expansion_batch: generated for civil engineering vocabulary expansion
