term,definition,category
penetration testing,"A software term meaning sızma testi, used in site, drawing, installation or coordination contexts.",cybersecurity
security audit,"A software term meaning güvenlik denetimi (yazılım), used in site, drawing, installation or coordination contexts.",cybersecurity
access control list,"A software term meaning erişim kontrol listesi, used in site, drawing, installation or coordination contexts.",cybersecurity
public key infrastructure,"A software term meaning açık anahtar altyapısı (PKI), used in site, drawing, installation or coordination contexts.",cybersecurity
hashing for security,"A software term meaning güvenlik için hashleme, used in site, drawing, installation or coordination contexts.",cybersecurity
salt (cryptography),"A software term meaning tuz (kriptografi), used in site, drawing, installation or coordination contexts.",cybersecurity
man-in-the-middle attack,"A software term meaning ortadaki adam saldırısı, used in site, drawing, installation or coordination contexts.",cybersecurity
zero-day vulnerability,"A software term meaning sıfırıncı gün açığı, used in site, drawing, installation or coordination contexts.",cybersecurity
threat modeling,"A software term meaning tehdit modelleme, used in site, drawing, installation or coordination contexts.",cybersecurity
intrusion detection system,"A software term meaning saldırı tespit sistemi, used in site, drawing, installation or coordination contexts.",cybersecurity
secure coding practice,"A software term meaning güvenli kodlama uygulaması, used in site, drawing, installation or coordination contexts.",cybersecurity
least privilege principle,"A software term meaning en az ayrıcalık ilkesi, used in site, drawing, installation or coordination contexts.",cybersecurity
security posture assessment,"A software term meaning güvenlik duruşu değerlendirmesi, used in site, drawing, installation or coordination contexts.",cybersecurity
advanced persistent threat,"A software term meaning gelişmiş kalıcı tehdit (APT), used in site, drawing, installation or coordination contexts.",cybersecurity
zero trust architecture,"A software term meaning sıfır güven mimarisi, used in site, drawing, installation or coordination contexts.",cybersecurity
lock screen,"A software term meaning ekran kilidi, used in site, drawing, installation or coordination contexts.",cybersecurity
security patch update,"A software term meaning güvenlik yaması güncellemesi, used in site, drawing, installation or coordination contexts.",cybersecurity
secrets rotation,"A software term meaning gizli bilgi rotasyonu, used in site, drawing, installation or coordination contexts.",cybersecurity
supply chain security,"A software term meaning tedarik zinciri güvenliği, used in site, drawing, installation or coordination contexts.",cybersecurity
security compliance framework,"A software term meaning güvenlik uyumluluk çerçevesi, used in site, drawing, installation or coordination contexts.",cybersecurity
role-based access control,"A software term meaning rol tabanlı erişim kontrolü, used in site, drawing, installation or coordination contexts.",cybersecurity
file,"A software term meaning dosya, used in site, drawing, installation or coordination contexts.",os cli
shared drive folder,"A software term meaning paylaşılan sürücü klasörü, used in site, drawing, installation or coordination contexts.",os cli
operating system,"A software term meaning işletim sistemi, used in site, drawing, installation or coordination contexts.",os cli
terminal emulator,"A software term meaning terminal emülatörü, used in site, drawing, installation or coordination contexts.",os cli
shell command syntax,"A software term meaning kabuk komutu söz dizimi, used in site, drawing, installation or coordination contexts.",os cli
directory,"A software term meaning dizin, used in site, drawing, installation or coordination contexts.",os cli
file path,"A software term meaning dosya yolu, used in site, drawing, installation or coordination contexts.",os cli
root directory,"A software term meaning kök dizin, used in site, drawing, installation or coordination contexts.",os cli
permissions (file),"A software term meaning izinler (dosya), used in site, drawing, installation or coordination contexts.",os cli
process (operating system),"A software term meaning süreç (işletim sistemi), used in site, drawing, installation or coordination contexts.",os cli
worker thread,"A software term meaning işçi iş parçacığı, used in site, drawing, installation or coordination contexts.",os cli
multithreading,"A software term meaning çoklu iş parçacığı, used in site, drawing, installation or coordination contexts.",os cli
kernel,"A software term meaning çekirdek (kernel), used in site, drawing, installation or coordination contexts.",os cli
shell,"A software term meaning kabuk (shell), used in site, drawing, installation or coordination contexts.",os cli
environment variable (OS),"A software term meaning ortam değişkeni (OS), used in site, drawing, installation or coordination contexts.",os cli
file system,"A software term meaning dosya sistemi, used in site, drawing, installation or coordination contexts.",os cli
background process,"A software term meaning arka plan süreci, used in site, drawing, installation or coordination contexts.",os cli
system call,"A software term meaning sistem çağrısı, used in site, drawing, installation or coordination contexts.",os cli
task manager,"A software term meaning görev yöneticisi, used in site, drawing, installation or coordination contexts.",os cli
process scheduling,"A software term meaning süreç zamanlama, used in site, drawing, installation or coordination contexts.",os cli
context switching,"A software term meaning bağlam değiştirme, used in site, drawing, installation or coordination contexts.",os cli
inter-process communication,"A software term meaning süreçler arası iletişim, used in site, drawing, installation or coordination contexts.",os cli
virtual memory,"A software term meaning sanal bellek, used in site, drawing, installation or coordination contexts.",os cli
file descriptor,"A software term meaning dosya tanımlayıcı, used in site, drawing, installation or coordination contexts.",os cli
symbolic link,"A software term meaning sembolik bağlantı, used in site, drawing, installation or coordination contexts.",os cli
command-line interface,"A software term meaning komut satırı arayüzü, used in site, drawing, installation or coordination contexts.",os cli
piping (shell),"A software term meaning boru hattı (shell pipe), used in site, drawing, installation or coordination contexts.",os cli
system call interception,"A software term meaning sistem çağrısı yakalama, used in site, drawing, installation or coordination contexts.",os cli
kernel module,"A software term meaning çekirdek modülü, used in site, drawing, installation or coordination contexts.",os cli
process synchronization,"A software term meaning süreç senkronizasyonu, used in site, drawing, installation or coordination contexts.",os cli
mutex lock,"A software term meaning mutex kilidi, used in site, drawing, installation or coordination contexts.",os cli
semaphore,"A software term meaning semafor, used in site, drawing, installation or coordination contexts.",os cli
copy file,"A software term meaning dosya kopyalama, used in site, drawing, installation or coordination contexts.",os cli
delete file,"A software term meaning dosya silme, used in site, drawing, installation or coordination contexts.",os cli
shell script execution,"A software term meaning kabuk betiği çalıştırma, used in site, drawing, installation or coordination contexts.",os cli
process priority,"A software term meaning süreç önceliği, used in site, drawing, installation or coordination contexts.",os cli
artificial intelligence,"A software term meaning yapay zeka, used in site, drawing, installation or coordination contexts.",ai ml
data set,"A software term meaning veri kümesi (dataset), used in site, drawing, installation or coordination contexts.",ai ml
machine learning,"A software term meaning makine öğrenmesi, used in site, drawing, installation or coordination contexts.",ai ml
training data,"A software term meaning eğitim verisi, used in site, drawing, installation or coordination contexts.",ai ml
model (machine learning),"A software term meaning model (makine öğrenmesi), used in site, drawing, installation or coordination contexts.",ai ml
prediction,"A software term meaning tahmin (makine öğrenmesi), used in site, drawing, installation or coordination contexts.",ai ml
multi-class classification,"A software term meaning çok sınıflı sınıflandırma, used in site, drawing, installation or coordination contexts.",ai ml
regression,"A software term meaning regresyon, used in site, drawing, installation or coordination contexts.",ai ml
neural network,"A software term meaning yapay sinir ağı, used in site, drawing, installation or coordination contexts.",ai ml
supervised learning,"A software term meaning gözetimli öğrenme, used in site, drawing, installation or coordination contexts.",ai ml
unsupervised learning,"A software term meaning gözetimsiz öğrenme, used in site, drawing, installation or coordination contexts.",ai ml
feature (machine learning),"A software term meaning özellik (makine öğrenmesi), used in site, drawing, installation or coordination contexts.",ai ml
deep learning,"A software term meaning derin öğrenme, used in site, drawing, installation or coordination contexts.",ai ml
convolutional neural network,"A software term meaning evrişimli sinir ağı, used in site, drawing, installation or coordination contexts.",ai ml
recurrent neural network,"A software term meaning tekrarlayan sinir ağı, used in site, drawing, installation or coordination contexts.",ai ml
overfitting,"A software term meaning aşırı öğrenme (overfitting), used in site, drawing, installation or coordination contexts.",ai ml
underfitting,"A software term meaning yetersiz öğrenme (underfitting), used in site, drawing, installation or coordination contexts.",ai ml
gradient descent,"A software term meaning gradyan inişi, used in site, drawing, installation or coordination contexts.",ai ml
loss function,"A software term meaning kayıp fonksiyonu, used in site, drawing, installation or coordination contexts.",ai ml
hyperparameter tuning,"A software term meaning hiperparametre ayarlama, used in site, drawing, installation or coordination contexts.",ai ml
reinforcement learning,"A software term meaning pekiştirmeli öğrenme, used in site, drawing, installation or coordination contexts.",ai ml
model accuracy,"A software term meaning model doğruluğu, used in site, drawing, installation or coordination contexts.",ai ml
training epoch,"A software term meaning eğitim epoku (epoch), used in site, drawing, installation or coordination contexts.",ai ml
validation set,"A software term meaning doğrulama kümesi, used in site, drawing, installation or coordination contexts.",ai ml
transformer architecture,"A software term meaning transformer mimarisi, used in site, drawing, installation or coordination contexts.",ai ml
large language model,"A software term meaning büyük dil modeli, used in site, drawing, installation or coordination contexts.",ai ml
transfer learning,"A software term meaning transfer öğrenme, used in site, drawing, installation or coordination contexts.",ai ml
model inference,"A software term meaning model çıkarımı (inference), used in site, drawing, installation or coordination contexts.",ai ml
attention mechanism,"A software term meaning dikkat mekanizması (attention), used in site, drawing, installation or coordination contexts.",ai ml
fine-tuning a model,"A software term meaning modeli ince ayar yapma, used in site, drawing, installation or coordination contexts.",ai ml
embedding vector,"A software term meaning gömme vektörü (embedding), used in site, drawing, installation or coordination contexts.",ai ml
model deployment pipeline,"A software term meaning model dağıtım hattı, used in site, drawing, installation or coordination contexts.",ai ml
generative adversarial network,"A software term meaning üretici çekişmeli ağ (GAN), used in site, drawing, installation or coordination contexts.",ai ml
model interpretability technique,"A software term meaning model yorumlanabilirlik tekniği, used in site, drawing, installation or coordination contexts.",ai ml
robot,"A software term meaning robot, used in site, drawing, installation or coordination contexts.",ai ml
chatbot,"A software term meaning sohbet robotu, used in site, drawing, installation or coordination contexts.",ai ml
natural language processing,"A software term meaning doğal dil işleme, used in site, drawing, installation or coordination contexts.",ai ml
computer vision,"A software term meaning bilgisayarlı görü, used in site, drawing, installation or coordination contexts.",ai ml
data preprocessing,"A software term meaning veri ön işleme, used in site, drawing, installation or coordination contexts.",ai ml
model bias detection,"A software term meaning model yanlılığı tespiti, used in site, drawing, installation or coordination contexts.",ai ml
test data,"A software term meaning test verisi, used in site, drawing, installation or coordination contexts.",ai ml
data analysis,"A software term meaning veri analizi, used in site, drawing, installation or coordination contexts.",data science
interactive chart,"A software term meaning etkileşimli grafik, used in site, drawing, installation or coordination contexts.",data science
data visualization,"A software term meaning veri görselleştirme, used in site, drawing, installation or coordination contexts.",data science
data cleaning,"A software term meaning veri temizleme, used in site, drawing, installation or coordination contexts.",data science
statistical analysis,"A software term meaning istatistiksel analiz, used in site, drawing, installation or coordination contexts.",data science
data pipeline,"A software term meaning veri hattı (pipeline), used in site, drawing, installation or coordination contexts.",data science
data mining,"A software term meaning veri madenciliği, used in site, drawing, installation or coordination contexts.",data science
descriptive statistics,"A software term meaning betimsel istatistik, used in site, drawing, installation or coordination contexts.",data science
dashboard (analytics),"A software term meaning gösterge paneli (analitik), used in site, drawing, installation or coordination contexts.",data science
exploratory data analysis,"A software term meaning keşifsel veri analizi, used in site, drawing, installation or coordination contexts.",data science
data wrangling,"A software term meaning veri düzenleme, used in site, drawing, installation or coordination contexts.",data science
predictive analytics,"A software term meaning öngörücü analitik, used in site, drawing, installation or coordination contexts.",data science
A/B testing,"A software term meaning A/B testi, used in site, drawing, installation or coordination contexts.",data science
correlation analysis,"A software term meaning korelasyon analizi, used in site, drawing, installation or coordination contexts.",data science
data aggregation,"A software term meaning veri toplulaştırma, used in site, drawing, installation or coordination contexts.",data science
outlier detection,"A software term meaning aykırı değer tespiti, used in site, drawing, installation or coordination contexts.",data science
statistical significance testing,"A software term meaning istatistiksel anlamlılık testi, used in site, drawing, installation or coordination contexts.",data science
feature engineering,"A software term meaning özellik mühendisliği, used in site, drawing, installation or coordination contexts.",data science
time series forecasting,"A software term meaning zaman serisi tahmini, used in site, drawing, installation or coordination contexts.",data science
multivariate analysis,"A software term meaning çok değişkenli analiz, used in site, drawing, installation or coordination contexts.",data science
floating point number,"A software term meaning kayan noktalı sayı, used in site, drawing, installation or coordination contexts.",data science
percentage change,"A software term meaning yüzde değişimi, used in site, drawing, installation or coordination contexts.",data science
spreadsheet analysis,"A software term meaning hesap tablosu analizi, used in site, drawing, installation or coordination contexts.",data science
data sampling method,"A software term meaning veri örnekleme yöntemi, used in site, drawing, installation or coordination contexts.",data science
data governance framework,"A software term meaning veri yönetişim çerçevesi, used in site, drawing, installation or coordination contexts.",data science
business intelligence tool,"A software term meaning iş zekası aracı, used in site, drawing, installation or coordination contexts.",data science
team meeting,"A software term meaning ekip toplantısı, used in site, drawing, installation or coordination contexts.",agile scrum
task,"A software term meaning görev, used in site, drawing, installation or coordination contexts.",agile scrum
agile methodology,"A software term meaning çevik (agile) metodoloji, used in site, drawing, installation or coordination contexts.",agile scrum
scrum framework,"A software term meaning scrum çerçevesi, used in site, drawing, installation or coordination contexts.",agile scrum
sprint,"A software term meaning sprint, used in site, drawing, installation or coordination contexts.",agile scrum
sprint planning,"A software term meaning sprint planlama, used in site, drawing, installation or coordination contexts.",agile scrum
daily standup,"A software term meaning günlük ayaküstü toplantı, used in site, drawing, installation or coordination contexts.",agile scrum
product backlog,"A software term meaning ürün iş listesi (backlog), used in site, drawing, installation or coordination contexts.",agile scrum
user story,"A software term meaning kullanıcı hikayesi, used in site, drawing, installation or coordination contexts.",agile scrum
scrum master,"A software term meaning scrum master, used in site, drawing, installation or coordination contexts.",agile scrum
product owner,"A software term meaning ürün sahibi, used in site, drawing, installation or coordination contexts.",agile scrum
kanban board,"A software term meaning kanban panosu, used in site, drawing, installation or coordination contexts.",agile scrum
burndown chart,"A software term meaning tükenme grafiği (burndown), used in site, drawing, installation or coordination contexts.",agile scrum
retrospective meeting,"A software term meaning retrospektif toplantı, used in site, drawing, installation or coordination contexts.",agile scrum
sprint review,"A software term meaning sprint değerlendirmesi, used in site, drawing, installation or coordination contexts.",agile scrum
story points,"A software term meaning hikaye puanları, used in site, drawing, installation or coordination contexts.",agile scrum
velocity (agile),"A software term meaning hız (agile velocity), used in site, drawing, installation or coordination contexts.",agile scrum
epic (agile),"A software term meaning epik (agile), used in site, drawing, installation or coordination contexts.",agile scrum
definition of done,"A software term meaning tamamlanma tanımı (DoD), used in site, drawing, installation or coordination contexts.",agile scrum
backlog grooming,"A software term meaning backlog düzenleme, used in site, drawing, installation or coordination contexts.",agile scrum
cross-functional team,"A software term meaning işlevler arası ekip, used in site, drawing, installation or coordination contexts.",agile scrum
continuous improvement (agile),"A software term meaning sürekli iyileştirme (agile), used in site, drawing, installation or coordination contexts.",agile scrum
waterfall methodology,"A software term meaning şelale metodolojisi, used in site, drawing, installation or coordination contexts.",agile scrum
scaled agile framework,"A software term meaning ölçeklendirilmiş agile çerçevesi (SAFe), used in site, drawing, installation or coordination contexts.",agile scrum
lean software development,"A software term meaning yalın yazılım geliştirme, used in site, drawing, installation or coordination contexts.",agile scrum
agile maturity assessment,"A software term meaning agile olgunluk değerlendirmesi, used in site, drawing, installation or coordination contexts.",agile scrum
value stream mapping,"A software term meaning değer akışı haritalama, used in site, drawing, installation or coordination contexts.",agile scrum
release plan,"A software term meaning sürüm planı, used in site, drawing, installation or coordination contexts.",agile scrum
sprint deadline,"A software term meaning sprint son teslim tarihi, used in site, drawing, installation or coordination contexts.",agile scrum
project timeline (software),"A software term meaning proje zaman çizelgesi (yazılım), used in site, drawing, installation or coordination contexts.",agile scrum
stakeholder engagement (agile),"A software term meaning paydaş katılımı (agile), used in site, drawing, installation or coordination contexts.",agile scrum
agile transformation strategy,"A software term meaning agile dönüşüm stratejisi, used in site, drawing, installation or coordination contexts.",agile scrum
prioritization technique,"A software term meaning önceliklendirme tekniği, used in site, drawing, installation or coordination contexts.",agile scrum
software engineer,"A software term meaning yazılım mühendisi, used in site, drawing, installation or coordination contexts.",software roles
programmer,"A software term meaning programcı, used in site, drawing, installation or coordination contexts.",software roles
developer,"A software term meaning geliştirici, used in site, drawing, installation or coordination contexts.",software roles
frontend developer,"A software term meaning frontend geliştirici, used in site, drawing, installation or coordination contexts.",software roles
backend developer,"A software term meaning backend geliştirici, used in site, drawing, installation or coordination contexts.",software roles
full-stack developer,"A software term meaning full-stack geliştirici, used in site, drawing, installation or coordination contexts.",software roles
QA engineer,"A software term meaning QA mühendisi, used in site, drawing, installation or coordination contexts.",software roles
data scientist,"A software term meaning veri bilimci, used in site, drawing, installation or coordination contexts.",software roles
DevOps engineer,"A software term meaning DevOps mühendisi, used in site, drawing, installation or coordination contexts.",software roles
software architect,"A software term meaning yazılım mimarı, used in site, drawing, installation or coordination contexts.",software roles
technical lead,"A software term meaning teknik lider, used in site, drawing, installation or coordination contexts.",software roles
product manager,"A software term meaning ürün yöneticisi, used in site, drawing, installation or coordination contexts.",software roles
UX designer,"A software term meaning UX tasarımcısı, used in site, drawing, installation or coordination contexts.",software roles
database administrator,"A software term meaning veritabanı yöneticisi, used in site, drawing, installation or coordination contexts.",software roles
systems administrator,"A software term meaning sistem yöneticisi, used in site, drawing, installation or coordination contexts.",software roles
mobile developer,"A software term meaning mobil geliştirici, used in site, drawing, installation or coordination contexts.",software roles
machine learning engineer,"A software term meaning makine öğrenmesi mühendisi, used in site, drawing, installation or coordination contexts.",software roles
security engineer,"A software term meaning güvenlik mühendisi, used in site, drawing, installation or coordination contexts.",software roles
site reliability engineer,"A software term meaning site güvenilirliği mühendisi, used in site, drawing, installation or coordination contexts.",software roles
engineering manager,"A software term meaning mühendislik müdürü, used in site, drawing, installation or coordination contexts.",software roles
solutions architect,"A software term meaning çözüm mimarı, used in site, drawing, installation or coordination contexts.",software roles
release manager,"A software term meaning sürüm yöneticisi, used in site, drawing, installation or coordination contexts.",software roles
technical writer,"A software term meaning teknik yazar, used in site, drawing, installation or coordination contexts.",software roles
chief technology officer,"A software term meaning teknoloji direktörü (CTO), used in site, drawing, installation or coordination contexts.",software roles
principal engineer,"A software term meaning baş mühendis (yazılım), used in site, drawing, installation or coordination contexts.",software roles
intern developer,"A software term meaning stajyer geliştirici, used in site, drawing, installation or coordination contexts.",software roles
junior developer,"A software term meaning junior geliştirici, used in site, drawing, installation or coordination contexts.",software roles
senior developer,"A software term meaning senior geliştirici, used in site, drawing, installation or coordination contexts.",software roles
code review,"A software term meaning kod incelemesi, used in site, drawing, installation or coordination contexts.",code quality
developer documentation,"A software term meaning geliştirici dokümantasyonu, used in site, drawing, installation or coordination contexts.",code quality
readable code,"A software term meaning okunabilir kod, used in site, drawing, installation or coordination contexts.",code quality
code style guide,"A software term meaning kod stil rehberi, used in site, drawing, installation or coordination contexts.",code quality
code comment,"A software term meaning kod yorumu, used in site, drawing, installation or coordination contexts.",code quality
refactoring,"A software term meaning yeniden düzenleme (refactoring), used in site, drawing, installation or coordination contexts.",code quality
pull request review,"A software term meaning pull request incelemesi, used in site, drawing, installation or coordination contexts.",code quality
linting,"A software term meaning kod denetimi (linting), used in site, drawing, installation or coordination contexts.",code quality
code smell,"A software term meaning kod kokusu (code smell), used in site, drawing, installation or coordination contexts.",code quality
naming convention,"A software term meaning adlandırma kuralı, used in site, drawing, installation or coordination contexts.",code quality
static code analysis,"A software term meaning statik kod analizi, used in site, drawing, installation or coordination contexts.",code quality
code duplication,"A software term meaning kod tekrarı, used in site, drawing, installation or coordination contexts.",code quality
cyclomatic complexity,"A software term meaning döngüsel karmaşıklık, used in site, drawing, installation or coordination contexts.",code quality
clean code principle,"A software term meaning temiz kod ilkesi, used in site, drawing, installation or coordination contexts.",code quality
technical documentation,"A software term meaning teknik dokümantasyon, used in site, drawing, installation or coordination contexts.",code quality
inline documentation,"A software term meaning satır içi dokümantasyon, used in site, drawing, installation or coordination contexts.",code quality
API reference documentation,"A software term meaning API referans dokümantasyonu, used in site, drawing, installation or coordination contexts.",code quality
code maintainability,"A software term meaning kodun sürdürülebilirliği, used in site, drawing, installation or coordination contexts.",code quality
code review checklist,"A software term meaning kod inceleme kontrol listesi, used in site, drawing, installation or coordination contexts.",code quality
architecture documentation,"A software term meaning mimari dokümantasyon, used in site, drawing, installation or coordination contexts.",code quality
dependency vulnerability scanning,"A software term meaning bağımlılık güvenlik açığı taraması, used in site, drawing, installation or coordination contexts.",code quality
readme file,"A software term meaning readme dosyası, used in site, drawing, installation or coordination contexts.",code quality
coding standard,"A software term meaning kodlama standardı, used in site, drawing, installation or coordination contexts.",code quality
pair programming,"A software term meaning eşli programlama, used in site, drawing, installation or coordination contexts.",code quality
mob programming,"A software term meaning grup programlama (mob programming), used in site, drawing, installation or coordination contexts.",code quality
code formatting,"A software term meaning kod biçimlendirme, used in site, drawing, installation or coordination contexts.",code quality
software craftsmanship principle,"A software term meaning yazılım zanaatkarlığı ilkesi, used in site, drawing, installation or coordination contexts.",code quality
performance optimization,"A software term meaning performans optimizasyonu, used in site, drawing, installation or coordination contexts.",performance
response time,"A software term meaning yanıt süresi, used in site, drawing, installation or coordination contexts.",performance
throughput,"A software term meaning verim (throughput), used in site, drawing, installation or coordination contexts.",performance
performance bottleneck,"A software term meaning performans darboğazı, used in site, drawing, installation or coordination contexts.",performance
latency optimization,"A software term meaning gecikme optimizasyonu, used in site, drawing, installation or coordination contexts.",performance
caching strategy,"A software term meaning önbellekleme stratejisi, used in site, drawing, installation or coordination contexts.",performance
database query performance,"A software term meaning veritabanı sorgu performansı, used in site, drawing, installation or coordination contexts.",performance
memory optimization,"A software term meaning bellek optimizasyonu, used in site, drawing, installation or coordination contexts.",performance
CPU utilization,"A software term meaning CPU kullanımı, used in site, drawing, installation or coordination contexts.",performance
concurrent processing,"A software term meaning eşzamanlı işleme, used in site, drawing, installation or coordination contexts.",performance
parallel processing,"A software term meaning paralel işleme, used in site, drawing, installation or coordination contexts.",performance
performance profiling,"A software term meaning performans profilleme, used in site, drawing, installation or coordination contexts.",performance
horizontal scaling strategy,"A software term meaning yatay ölçeklendirme stratejisi, used in site, drawing, installation or coordination contexts.",performance
capacity planning,"A software term meaning kapasite planlaması, used in site, drawing, installation or coordination contexts.",performance
resource contention,"A software term meaning kaynak çekişmesi, used in site, drawing, installation or coordination contexts.",performance
slow loading,"A software term meaning yavaş yükleme, used in site, drawing, installation or coordination contexts.",performance
performance benchmark,"A software term meaning performans karşılaştırması (benchmark), used in site, drawing, installation or coordination contexts.",performance
resource utilization monitoring,"A software term meaning kaynak kullanımı izleme, used in site, drawing, installation or coordination contexts.",performance
tail latency reduction,"A software term meaning kuyruk gecikmesi azaltma, used in site, drawing, installation or coordination contexts.",performance
performance metric,"A software term meaning performans metriği, used in site, drawing, installation or coordination contexts.",performance
user interface,"A software term meaning kullanıcı arayüzü, used in site, drawing, installation or coordination contexts.",ux ui dev
icon,"A software term meaning simge (icon), used in site, drawing, installation or coordination contexts.",ux ui dev
user experience,"A software term meaning kullanıcı deneyimi, used in site, drawing, installation or coordination contexts.",ux ui dev
wireframe,"A software term meaning tel çerçeve (wireframe), used in site, drawing, installation or coordination contexts.",ux ui dev
prototype,"A software term meaning prototip, used in site, drawing, installation or coordination contexts.",ux ui dev
usability,"A software term meaning kullanılabilirlik, used in site, drawing, installation or coordination contexts.",ux ui dev
design system,"A software term meaning tasarım sistemi, used in site, drawing, installation or coordination contexts.",ux ui dev
accessibility (UI),"A software term meaning erişilebilirlik (arayüz), used in site, drawing, installation or coordination contexts.",ux ui dev
interaction design,"A software term meaning etkileşim tasarımı, used in site, drawing, installation or coordination contexts.",ux ui dev
usability testing (UX),"A software term meaning kullanılabilirlik testi (UX), used in site, drawing, installation or coordination contexts.",ux ui dev
information architecture,"A software term meaning bilgi mimarisi, used in site, drawing, installation or coordination contexts.",ux ui dev
design token,"A software term meaning tasarım tokeni, used in site, drawing, installation or coordination contexts.",ux ui dev
atomic design methodology,"A software term meaning atomik tasarım metodolojisi, used in site, drawing, installation or coordination contexts.",ux ui dev
user-centered design process,"A software term meaning kullanıcı odaklı tasarım süreci, used in site, drawing, installation or coordination contexts.",ux ui dev
split screen,"A software term meaning bölünmüş ekran, used in site, drawing, installation or coordination contexts.",ux ui dev
mockup,"A software term meaning maket (mockup), used in site, drawing, installation or coordination contexts.",ux ui dev
design handoff,"A software term meaning tasarım devri (handoff), used in site, drawing, installation or coordination contexts.",ux ui dev
cross-functional design collaboration,"A software term meaning işlevler arası tasarım işbirliği, used in site, drawing, installation or coordination contexts.",ux ui dev
open source,"A software term meaning açık kaynak, used in site, drawing, installation or coordination contexts.",licensing opensource
license key,"A software term meaning lisans anahtarı, used in site, drawing, installation or coordination contexts.",licensing opensource
open source project,"A software term meaning açık kaynak proje, used in site, drawing, installation or coordination contexts.",licensing opensource
software license agreement,"A software term meaning yazılım lisans sözleşmesi, used in site, drawing, installation or coordination contexts.",licensing opensource
MIT license,"A software term meaning MIT lisansı, used in site, drawing, installation or coordination contexts.",licensing opensource
GPL license,"A software term meaning GPL lisansı, used in site, drawing, installation or coordination contexts.",licensing opensource
contributor guideline,"A software term meaning katkıda bulunan rehberi, used in site, drawing, installation or coordination contexts.",licensing opensource
fork a project,"A software term meaning projeyi çatallama, used in site, drawing, installation or coordination contexts.",licensing opensource
copyleft license,"A software term meaning copyleft lisansı, used in site, drawing, installation or coordination contexts.",licensing opensource
permissive license,"A software term meaning izin verici lisans, used in site, drawing, installation or coordination contexts.",licensing opensource
open source governance,"A software term meaning açık kaynak yönetişimi, used in site, drawing, installation or coordination contexts.",licensing opensource
dependency licensing compliance,"A software term meaning bağımlılık lisans uyumluluğu, used in site, drawing, installation or coordination contexts.",licensing opensource
license compatibility analysis,"A software term meaning lisans uyumluluğu analizi, used in site, drawing, installation or coordination contexts.",licensing opensource
free software,"A software term meaning özgür yazılım, used in site, drawing, installation or coordination contexts.",licensing opensource
proprietary software,"A software term meaning tescilli yazılım, used in site, drawing, installation or coordination contexts.",licensing opensource
desktop computer,"A software term meaning masaüstü bilgisayar, used in site, drawing, installation or coordination contexts.",hardware basics
keyboard,"A software term meaning klavye, used in site, drawing, installation or coordination contexts.",hardware basics
mouse,"A software term meaning fare (bilgisayar), used in site, drawing, installation or coordination contexts.",hardware basics
external monitor,"A software term meaning harici monitör, used in site, drawing, installation or coordination contexts.",hardware basics
laptop,"A software term meaning dizüstü bilgisayar, used in site, drawing, installation or coordination contexts.",hardware basics
CPU,"A software term meaning işlemci (CPU), used in site, drawing, installation or coordination contexts.",hardware basics
RAM,"A software term meaning bellek (RAM), used in site, drawing, installation or coordination contexts.",hardware basics
hard drive,"A software term meaning sabit disk, used in site, drawing, installation or coordination contexts.",hardware basics
solid state drive,"A software term meaning katı hal sürücüsü (SSD), used in site, drawing, installation or coordination contexts.",hardware basics
motherboard,"A software term meaning anakart, used in site, drawing, installation or coordination contexts.",hardware basics
graphics card,"A software term meaning ekran kartı, used in site, drawing, installation or coordination contexts.",hardware basics
power supply unit,"A software term meaning güç kaynağı ünitesi, used in site, drawing, installation or coordination contexts.",hardware basics
processor core,"A software term meaning işlemci çekirdeği, used in site, drawing, installation or coordination contexts.",hardware basics
cache memory,"A software term meaning önbellek belleği, used in site, drawing, installation or coordination contexts.",hardware basics
clock speed,"A software term meaning saat hızı, used in site, drawing, installation or coordination contexts.",hardware basics
cooling fan,"A software term meaning soğutma fanı, used in site, drawing, installation or coordination contexts.",hardware basics
input device,"A software term meaning girdi cihazı, used in site, drawing, installation or coordination contexts.",hardware basics
output device,"A software term meaning çıktı cihazı, used in site, drawing, installation or coordination contexts.",hardware basics
peripheral device,"A software term meaning çevre birimi, used in site, drawing, installation or coordination contexts.",hardware basics
system architecture (hardware),"A software term meaning sistem mimarisi (donanım), used in site, drawing, installation or coordination contexts.",hardware basics
bus (computer hardware),"A software term meaning veri yolu (bus), used in site, drawing, installation or coordination contexts.",hardware basics
firmware,"A software term meaning aygıt yazılımı (firmware), used in site, drawing, installation or coordination contexts.",hardware basics
BIOS,"A software term meaning BIOS, used in site, drawing, installation or coordination contexts.",hardware basics
hardware abstraction layer,"A software term meaning donanım soyutlama katmanı, used in site, drawing, installation or coordination contexts.",hardware basics
USB cable,"A software term meaning USB kablosu, used in site, drawing, installation or coordination contexts.",hardware basics
wireless charger,"A software term meaning kablosuz şarj cihazı, used in site, drawing, installation or coordination contexts.",hardware basics
screen resolution,"A software term meaning ekran çözünürlüğü, used in site, drawing, installation or coordination contexts.",hardware basics
file name,"A software term meaning dosya adı, used in site, drawing, installation or coordination contexts.",computer literacy
password field,"A software term meaning parola alanı, used in site, drawing, installation or coordination contexts.",computer literacy
desktop,"A software term meaning masaüstü, used in site, drawing, installation or coordination contexts.",computer literacy
taskbar,"A software term meaning görev çubuğu, used in site, drawing, installation or coordination contexts.",computer literacy
