term,definition,category
gear tooth profile,"A mechanical term meaning dişli diş profili, used in site, drawing, installation or coordination contexts.",gears & machine design
rack and pinion,"A mechanical term meaning kremayer ve pinyon, used in site, drawing, installation or coordination contexts.",gears & machine design
gear reducer,"A mechanical term meaning redüktör, used in site, drawing, installation or coordination contexts.",gears & machine design
mechanical advantage,"A mechanical term meaning mekanik avantaj, used in site, drawing, installation or coordination contexts.",gears & machine design
torque,"A mechanical term meaning tork, used in site, drawing, installation or coordination contexts.",gears & machine design
rotational speed,"A mechanical term meaning dönme hızı, used in site, drawing, installation or coordination contexts.",gears & machine design
power transmission ratio,"A mechanical term meaning güç iletim oranı, used in site, drawing, installation or coordination contexts.",gears & machine design
gear lubrication,"A mechanical term meaning dişli yağlaması, used in site, drawing, installation or coordination contexts.",gears & machine design
ball bearing,"A mechanical term meaning bilyalı rulman, used in site, drawing, installation or coordination contexts.",bearings & shafts
roller bearing,"A mechanical term meaning makaralı rulman, used in site, drawing, installation or coordination contexts.",bearings & shafts
thrust bearing,"A mechanical term meaning eksenel yatak, used in site, drawing, installation or coordination contexts.",bearings & shafts
sleeve bearing,"A mechanical term meaning kaymalı yatak, used in site, drawing, installation or coordination contexts.",bearings & shafts
shaft,"A mechanical term meaning mil, used in site, drawing, installation or coordination contexts.",bearings & shafts
keyway,"A mechanical term meaning kama yuvası, used in site, drawing, installation or coordination contexts.",bearings & shafts
flexible coupling,"A mechanical term meaning esnek kaplin, used in site, drawing, installation or coordination contexts.",bearings & shafts
rigid coupling,"A mechanical term meaning rijit kaplin, used in site, drawing, installation or coordination contexts.",bearings & shafts
universal joint,"A mechanical term meaning üniversal mafsal, used in site, drawing, installation or coordination contexts.",bearings & shafts
shaft alignment,"A mechanical term meaning mil hizalama, used in site, drawing, installation or coordination contexts.",bearings & shafts
misalignment,"A mechanical term meaning hizalama hatası, used in site, drawing, installation or coordination contexts.",bearings & shafts
shaft deflection,"A mechanical term meaning mil sehimi, used in site, drawing, installation or coordination contexts.",bearings & shafts
radial load,"A mechanical term meaning radyal yük, used in site, drawing, installation or coordination contexts.",bearings & shafts
axial load,"A mechanical term meaning eksenel yük, used in site, drawing, installation or coordination contexts.",bearings & shafts
bearing clearance,"A mechanical term meaning rulman boşluğu, used in site, drawing, installation or coordination contexts.",bearings & shafts
bearing housing,"A mechanical term meaning yatak yuvası, used in site, drawing, installation or coordination contexts.",bearings & shafts
seal (mechanical),"A mechanical term meaning sızdırmazlık elemanı, used in site, drawing, installation or coordination contexts.",bearings & shafts
O-ring,"A mechanical term meaning o-ring, used in site, drawing, installation or coordination contexts.",bearings & shafts
retaining ring,"A mechanical term meaning seger yüzük, used in site, drawing, installation or coordination contexts.",bearings & shafts
locknut,"A mechanical term meaning kilit somunu, used in site, drawing, installation or coordination contexts.",bearings & shafts
bolt,"A mechanical term meaning cıvata, used in site, drawing, installation or coordination contexts.",fasteners
nut,"A mechanical term meaning somun, used in site, drawing, installation or coordination contexts.",fasteners
washer,"A mechanical term meaning pul / rondela, used in site, drawing, installation or coordination contexts.",fasteners
screw,"A mechanical term meaning vida, used in site, drawing, installation or coordination contexts.",fasteners
rivet,"A mechanical term meaning perçin, used in site, drawing, installation or coordination contexts.",fasteners
stud,"A mechanical term meaning saplama, used in site, drawing, installation or coordination contexts.",fasteners
torque wrench,"A mechanical term meaning tork anahtarı, used in site, drawing, installation or coordination contexts.",fasteners
tightening torque,"A mechanical term meaning sıkma torku, used in site, drawing, installation or coordination contexts.",fasteners
thread pitch,"A mechanical term meaning diş adımı, used in site, drawing, installation or coordination contexts.",fasteners
locking mechanism,"A mechanical term meaning kilitleme mekanizması, used in site, drawing, installation or coordination contexts.",fasteners
anchor bolt,"A mechanical term meaning ankraj cıvatası, used in site, drawing, installation or coordination contexts.",fasteners
preload,"A mechanical term meaning ön yükleme, used in site, drawing, installation or coordination contexts.",fasteners
fastener grade,"A mechanical term meaning bağlantı elemanı sınıfı, used in site, drawing, installation or coordination contexts.",fasteners
interference fit,"A mechanical term meaning geçmeli montaj, used in site, drawing, installation or coordination contexts.",fasteners
clearance fit,"A mechanical term meaning boşluklu montaj, used in site, drawing, installation or coordination contexts.",fasteners
belt,"A mechanical term meaning kayış, used in site, drawing, installation or coordination contexts.",power transmission
belt drive,"A mechanical term meaning kayış tahriki, used in site, drawing, installation or coordination contexts.",power transmission
V-belt,"A mechanical term meaning V kayışı, used in site, drawing, installation or coordination contexts.",power transmission
timing belt,"A mechanical term meaning triger kayışı, used in site, drawing, installation or coordination contexts.",power transmission
chain drive,"A mechanical term meaning zincir tahriki, used in site, drawing, installation or coordination contexts.",power transmission
sprocket,"A mechanical term meaning zincir dişlisi, used in site, drawing, installation or coordination contexts.",power transmission
clutch,"A mechanical term meaning kavrama, used in site, drawing, installation or coordination contexts.",power transmission
disc brake,"A mechanical term meaning disk fren, used in site, drawing, installation or coordination contexts.",power transmission
drum brake,"A mechanical term meaning kampana fren, used in site, drawing, installation or coordination contexts.",power transmission
flywheel,"A mechanical term meaning volan, used in site, drawing, installation or coordination contexts.",power transmission
driveshaft,"A mechanical term meaning kardan mili, used in site, drawing, installation or coordination contexts.",power transmission
universal coupling,"A mechanical term meaning kardan kaplin, used in site, drawing, installation or coordination contexts.",power transmission
power take-off,"A mechanical term meaning güç aktarma organı, used in site, drawing, installation or coordination contexts.",power transmission
variable speed drive,"A mechanical term meaning değişken hızlı tahrik, used in site, drawing, installation or coordination contexts.",power transmission
gear pump drive,"A mechanical term meaning dişli pompa tahriki, used in site, drawing, installation or coordination contexts.",power transmission
mechanical efficiency,"A mechanical term meaning mekanik verim, used in site, drawing, installation or coordination contexts.",power transmission
transmission ratio,"A mechanical term meaning iletim oranı, used in site, drawing, installation or coordination contexts.",power transmission
repair,"A mechanical term meaning onarım, used in site, drawing, installation or coordination contexts.",maintenance
service,"A mechanical term meaning bakım / servis, used in site, drawing, installation or coordination contexts.",maintenance
inspection,"A mechanical term meaning muayene, used in site, drawing, installation or coordination contexts.",maintenance
preventive maintenance,"A mechanical term meaning önleyici bakım, used in site, drawing, installation or coordination contexts.",maintenance
predictive maintenance,"A mechanical term meaning kestirimci bakım, used in site, drawing, installation or coordination contexts.",maintenance
breakdown maintenance,"A mechanical term meaning arıza bakımı, used in site, drawing, installation or coordination contexts.",maintenance
spare part,"A mechanical term meaning yedek parça, used in site, drawing, installation or coordination contexts.",maintenance
maintenance schedule,"A mechanical term meaning bakım programı, used in site, drawing, installation or coordination contexts.",maintenance
downtime,"A mechanical term meaning duruş süresi, used in site, drawing, installation or coordination contexts.",maintenance
root cause analysis,"A mechanical term meaning kök neden analizi, used in site, drawing, installation or coordination contexts.",maintenance
failure mode,"A mechanical term meaning arıza türü, used in site, drawing, installation or coordination contexts.",maintenance
condition monitoring,"A mechanical term meaning durum izleme, used in site, drawing, installation or coordination contexts.",maintenance
vibration monitoring,"A mechanical term meaning titreşim izleme, used in site, drawing, installation or coordination contexts.",maintenance
oil analysis,"A mechanical term meaning yağ analizi, used in site, drawing, installation or coordination contexts.",maintenance
thermographic inspection,"A mechanical term meaning termografik muayene, used in site, drawing, installation or coordination contexts.",maintenance
lubrication schedule,"A mechanical term meaning yağlama programı, used in site, drawing, installation or coordination contexts.",maintenance
overhaul,"A mechanical term meaning genel bakım / revizyon, used in site, drawing, installation or coordination contexts.",maintenance
wear and tear,"A mechanical term meaning aşınma ve yıpranma, used in site, drawing, installation or coordination contexts.",maintenance
corrective action,"A mechanical term meaning düzeltici faaliyet, used in site, drawing, installation or coordination contexts.",maintenance
asset management,"A mechanical term meaning varlık yönetimi, used in site, drawing, installation or coordination contexts.",maintenance
equipment history log,"A mechanical term meaning ekipman geçmiş kaydı, used in site, drawing, installation or coordination contexts.",maintenance
critical spare list,"A mechanical term meaning kritik yedek parça listesi, used in site, drawing, installation or coordination contexts.",maintenance
reliability centered maintenance,"A mechanical term meaning güvenilirlik merkezli bakım, used in site, drawing, installation or coordination contexts.",maintenance
maintenance backlog,"A mechanical term meaning bekleyen bakım işleri, used in site, drawing, installation or coordination contexts.",maintenance
shutdown maintenance,"A mechanical term meaning duruş bakımı, used in site, drawing, installation or coordination contexts.",maintenance
technician,"A mechanical term meaning teknisyen, used in site, drawing, installation or coordination contexts.",maintenance
work order,"A mechanical term meaning iş emri, used in site, drawing, installation or coordination contexts.",maintenance
checklist,"A mechanical term meaning kontrol listesi, used in site, drawing, installation or coordination contexts.",maintenance
commissioning report,"A mechanical term meaning devreye alma raporu, used in site, drawing, installation or coordination contexts.",maintenance
decommissioning,"A mechanical term meaning hizmetten kaldırma, used in site, drawing, installation or coordination contexts.",maintenance
component replacement,"A mechanical term meaning parça değişimi, used in site, drawing, installation or coordination contexts.",maintenance
greasing point,"A mechanical term meaning gres noktası, used in site, drawing, installation or coordination contexts.",maintenance
maintenance manual,"A mechanical term meaning bakım kılavuzu, used in site, drawing, installation or coordination contexts.",maintenance
service interval,"A mechanical term meaning bakım periyodu, used in site, drawing, installation or coordination contexts.",maintenance
obsolescence management,"A mechanical term meaning modası geçme yönetimi, used in site, drawing, installation or coordination contexts.",maintenance
measurement,"A mechanical term meaning ölçüm, used in site, drawing, installation or coordination contexts.",quality
caliper,"A mechanical term meaning kumpas, used in site, drawing, installation or coordination contexts.",quality
micrometer,"A mechanical term meaning mikrometre, used in site, drawing, installation or coordination contexts.",quality
dial gauge,"A mechanical term meaning komparatör, used in site, drawing, installation or coordination contexts.",quality
tolerance,"A mechanical term meaning tolerans, used in site, drawing, installation or coordination contexts.",quality
dimensional accuracy,"A mechanical term meaning boyutsal doğruluk, used in site, drawing, installation or coordination contexts.",quality
flatness,"A mechanical term meaning düzlemsellik, used in site, drawing, installation or coordination contexts.",quality
roundness,"A mechanical term meaning yuvarlaklık, used in site, drawing, installation or coordination contexts.",quality
concentricity,"A mechanical term meaning eş merkezlilik, used in site, drawing, installation or coordination contexts.",quality
perpendicularity,"A mechanical term meaning diklik, used in site, drawing, installation or coordination contexts.",quality
parallelism,"A mechanical term meaning paralellik, used in site, drawing, installation or coordination contexts.",quality
surface finish,"A mechanical term meaning yüzey kalitesi, used in site, drawing, installation or coordination contexts.",quality
coordinate measuring machine,"A mechanical term meaning koordinat ölçüm makinesi, used in site, drawing, installation or coordination contexts.",quality
calibration certificate,"A mechanical term meaning kalibrasyon sertifikası, used in site, drawing, installation or coordination contexts.",quality
first article inspection,"A mechanical term meaning ilk parça muayenesi, used in site, drawing, installation or coordination contexts.",quality
statistical process control,"A mechanical term meaning istatistiksel proses kontrolü, used in site, drawing, installation or coordination contexts.",quality
inspection report,"A mechanical term meaning muayene raporu, used in site, drawing, installation or coordination contexts.",quality
nonconforming product,"A mechanical term meaning uygun olmayan ürün, used in site, drawing, installation or coordination contexts.",quality
quality assurance plan,"A mechanical term meaning kalite güvence planı, used in site, drawing, installation or coordination contexts.",quality
go/no-go gauge,"A mechanical term meaning geç/geçmez mastarı, used in site, drawing, installation or coordination contexts.",quality
thread gauge,"A mechanical term meaning diş mastarı, used in site, drawing, installation or coordination contexts.",quality
surface plate,"A mechanical term meaning kontrol masası, used in site, drawing, installation or coordination contexts.",quality
acceptance criteria,"A mechanical term meaning kabul kriterleri, used in site, drawing, installation or coordination contexts.",quality
traceability of measurement,"A mechanical term meaning ölçüm izlenebilirliği, used in site, drawing, installation or coordination contexts.",quality
measurement uncertainty,"A mechanical term meaning ölçüm belirsizliği, used in site, drawing, installation or coordination contexts.",quality
dimensional report,"A mechanical term meaning boyutsal rapor, used in site, drawing, installation or coordination contexts.",quality
witness inspection,"A mechanical term meaning gözlemli muayene, used in site, drawing, installation or coordination contexts.",quality
hold point,"A mechanical term meaning durdurma noktası, used in site, drawing, installation or coordination contexts.",quality
release note,"A mechanical term meaning serbest bırakma notu, used in site, drawing, installation or coordination contexts.",quality
piston,"A mechanical term meaning piston, used in site, drawing, installation or coordination contexts.",engines
cylinder,"A mechanical term meaning silindir, used in site, drawing, installation or coordination contexts.",engines
crankshaft,"A mechanical term meaning krank mili, used in site, drawing, installation or coordination contexts.",engines
camshaft,"A mechanical term meaning eksantrik mili, used in site, drawing, installation or coordination contexts.",engines
combustion chamber,"A mechanical term meaning yanma odası, used in site, drawing, installation or coordination contexts.",engines
fuel injection,"A mechanical term meaning yakıt enjeksiyonu, used in site, drawing, installation or coordination contexts.",engines
carburetor,"A mechanical term meaning karbüratör, used in site, drawing, installation or coordination contexts.",engines
turbocharger,"A mechanical term meaning turbo şarj, used in site, drawing, installation or coordination contexts.",engines
exhaust system,"A mechanical term meaning egzoz sistemi, used in site, drawing, installation or coordination contexts.",engines
gearbox (automotive),"A mechanical term meaning vites kutusu, used in site, drawing, installation or coordination contexts.",engines
clutch plate,"A mechanical term meaning kavrama diski, used in site, drawing, installation or coordination contexts.",engines
suspension system,"A mechanical term meaning süspansiyon sistemi, used in site, drawing, installation or coordination contexts.",engines
shock absorber,"A mechanical term meaning amortisör, used in site, drawing, installation or coordination contexts.",engines
chassis,"A mechanical term meaning şasi, used in site, drawing, installation or coordination contexts.",engines
differential,"A mechanical term meaning diferansiyel, used in site, drawing, installation or coordination contexts.",engines
timing chain,"A mechanical term meaning triger zinciri, used in site, drawing, installation or coordination contexts.",engines
spark plug,"A mechanical term meaning buji, used in site, drawing, installation or coordination contexts.",engines
diesel engine,"A mechanical term meaning dizel motor, used in site, drawing, installation or coordination contexts.",engines
gasoline engine,"A mechanical term meaning benzinli motor, used in site, drawing, installation or coordination contexts.",engines
engine compression ratio,"A mechanical term meaning motor sıkıştırma oranı, used in site, drawing, installation or coordination contexts.",engines
emission control system,"A mechanical term meaning emisyon kontrol sistemi, used in site, drawing, installation or coordination contexts.",engines
cooling system,"A mechanical term meaning soğutma sistemi, used in site, drawing, installation or coordination contexts.",engines
lubrication system,"A mechanical term meaning yağlama sistemi, used in site, drawing, installation or coordination contexts.",engines
oil filter,"A mechanical term meaning yağ filtresi, used in site, drawing, installation or coordination contexts.",engines
air filter,"A mechanical term meaning hava filtresi, used in site, drawing, installation or coordination contexts.",engines
engine mount,"A mechanical term meaning motor takozu, used in site, drawing, installation or coordination contexts.",engines
power output,"A mechanical term meaning güç çıkışı, used in site, drawing, installation or coordination contexts.",engines
engine torque curve,"A mechanical term meaning motor tork eğrisi, used in site, drawing, installation or coordination contexts.",engines
centrifugal pump,"A mechanical term meaning santrifüj pompa, used in site, drawing, installation or coordination contexts.",pumps
positive displacement pump,"A mechanical term meaning pozitif deplasmanlı pompa, used in site, drawing, installation or coordination contexts.",pumps
reciprocating compressor,"A mechanical term meaning pistonlu kompresör, used in site, drawing, installation or coordination contexts.",pumps
rotary screw compressor,"A mechanical term meaning vidalı kompresör, used in site, drawing, installation or coordination contexts.",pumps
suction pressure,"A mechanical term meaning emme basıncı, used in site, drawing, installation or coordination contexts.",pumps
discharge pressure,"A mechanical term meaning basma basıncı, used in site, drawing, installation or coordination contexts.",pumps
pump impeller,"A mechanical term meaning pompa çarkı, used in site, drawing, installation or coordination contexts.",pumps
pump casing,"A mechanical term meaning pompa gövdesi, used in site, drawing, installation or coordination contexts.",pumps
priming,"A mechanical term meaning pompa doldurma / prime etme, used in site, drawing, installation or coordination contexts.",pumps
dry running,"A mechanical term meaning kuru çalışma, used in site, drawing, installation or coordination contexts.",pumps
compressor efficiency,"A mechanical term meaning kompresör verimi, used in site, drawing, installation or coordination contexts.",pumps
air receiver tank,"A mechanical term meaning hava tankı, used in site, drawing, installation or coordination contexts.",pumps
vacuum pump,"A mechanical term meaning vakum pompası, used in site, drawing, installation or coordination contexts.",pumps
dosing pump,"A mechanical term meaning dozaj pompası, used in site, drawing, installation or coordination contexts.",pumps
gear pump,"A mechanical term meaning dişli pompa, used in site, drawing, installation or coordination contexts.",pumps
globe valve,"A mechanical term meaning küresel vana, used in site, drawing, installation or coordination contexts.",valves & actuators
valve actuator,"A mechanical term meaning vana aktüatörü, used in site, drawing, installation or coordination contexts.",valves & actuators
pneumatic actuator,"A mechanical term meaning pnömatik aktüatör, used in site, drawing, installation or coordination contexts.",valves & actuators
hydraulic actuator,"A mechanical term meaning hidrolik aktüatör, used in site, drawing, installation or coordination contexts.",valves & actuators
electric actuator,"A mechanical term meaning elektrikli aktüatör, used in site, drawing, installation or coordination contexts.",valves & actuators
valve stem,"A mechanical term meaning vana mili, used in site, drawing, installation or coordination contexts.",valves & actuators
valve seat,"A mechanical term meaning vana yatağı, used in site, drawing, installation or coordination contexts.",valves & actuators
throttling valve,"A mechanical term meaning kısma vanası, used in site, drawing, installation or coordination contexts.",valves & actuators
needle valve,"A mechanical term meaning iğneli vana, used in site, drawing, installation or coordination contexts.",valves & actuators
compressor (refrigeration),"A mechanical term meaning kompresör (soğutma), used in site, drawing, installation or coordination contexts.",HVAC
expansion valve,"A mechanical term meaning genleşme valfi, used in site, drawing, installation or coordination contexts.",HVAC
cooling tower,"A mechanical term meaning soğutma kulesi, used in site, drawing, installation or coordination contexts.",HVAC
air handling unit,"A mechanical term meaning klima santrali, used in site, drawing, installation or coordination contexts.",HVAC
fan coil unit,"A mechanical term meaning fan coil ünitesi, used in site, drawing, installation or coordination contexts.",HVAC
VAV box,"A mechanical term meaning değişken hava debili kutu, used in site, drawing, installation or coordination contexts.",HVAC
humidity control,"A mechanical term meaning nem kontrolü, used in site, drawing, installation or coordination contexts.",HVAC
refrigeration cycle,"A mechanical term meaning soğutma çevrimi, used in site, drawing, installation or coordination contexts.",HVAC
superheat,"A mechanical term meaning kızgınlık derecesi, used in site, drawing, installation or coordination contexts.",HVAC
subcooling,"A mechanical term meaning alt soğutma, used in site, drawing, installation or coordination contexts.",HVAC
coefficient of performance,"A mechanical term meaning performans katsayısı, used in site, drawing, installation or coordination contexts.",HVAC
cooling load,"A mechanical term meaning soğutma yükü, used in site, drawing, installation or coordination contexts.",HVAC
HVAC controls,"A mechanical term meaning HVAC kontrolleri, used in site, drawing, installation or coordination contexts.",HVAC
filter media,"A mechanical term meaning filtre malzemesi, used in site, drawing, installation or coordination contexts.",HVAC
air balancing,"A mechanical term meaning hava dengeleme, used in site, drawing, installation or coordination contexts.",HVAC
static pressure fan,"A mechanical term meaning statik basınçlı fan, used in site, drawing, installation or coordination contexts.",HVAC
pipeline,"A mechanical term meaning boru hattı, used in site, drawing, installation or coordination contexts.",piping
pipe fitting,"A mechanical term meaning boru bağlantı elemanı, used in site, drawing, installation or coordination contexts.",piping
elbow,"A mechanical term meaning dirsek, used in site, drawing, installation or coordination contexts.",piping
tee joint,"A mechanical term meaning te bağlantı, used in site, drawing, installation or coordination contexts.",piping
pipe support,"A mechanical term meaning boru desteği, used in site, drawing, installation or coordination contexts.",piping
pipe insulation,"A mechanical term meaning boru yalıtımı, used in site, drawing, installation or coordination contexts.",piping
pressure vessel,"A mechanical term meaning basınçlı kap, used in site, drawing, installation or coordination contexts.",piping
hydrostatic test,"A mechanical term meaning hidrostatik test, used in site, drawing, installation or coordination contexts.",piping
pipe schedule,"A mechanical term meaning boru çeper kalınlığı sınıfı, used in site, drawing, installation or coordination contexts.",piping
weld joint (piping),"A mechanical term meaning kaynak bağlantısı (boru), used in site, drawing, installation or coordination contexts.",piping
expansion joint,"A mechanical term meaning genleşme derzi, used in site, drawing, installation or coordination contexts.",piping
pipe stress analysis,"A mechanical term meaning boru gerilme analizi, used in site, drawing, installation or coordination contexts.",piping
pipe spool,"A mechanical term meaning boru parçası (spool), used in site, drawing, installation or coordination contexts.",piping
isometric drawing,"A mechanical term meaning izometrik çizim, used in site, drawing, installation or coordination contexts.",piping
natural frequency,"A mechanical term meaning doğal frekans, used in site, drawing, installation or coordination contexts.",vibration & dynamics
resonance,"A mechanical term meaning rezonans, used in site, drawing, installation or coordination contexts.",vibration & dynamics
damping,"A mechanical term meaning sönümleme, used in site, drawing, installation or coordination contexts.",vibration & dynamics
amplitude,"A mechanical term meaning genlik, used in site, drawing, installation or coordination contexts.",vibration & dynamics
mechanical vibration analysis,"A mechanical term meaning mekanik titreşim analizi, used in site, drawing, installation or coordination contexts.",vibration & dynamics
unbalance (rotating machinery),"A mechanical term meaning dengesizlik (döner ekipman), used in site, drawing, installation or coordination contexts.",vibration & dynamics
vibration isolator,"A mechanical term meaning titreşim izolatörü, used in site, drawing, installation or coordination contexts.",vibration & dynamics
noise level,"A mechanical term meaning gürültü seviyesi, used in site, drawing, installation or coordination contexts.",vibration & dynamics
acoustic insulation,"A mechanical term meaning akustik yalıtım, used in site, drawing, installation or coordination contexts.",vibration & dynamics
sound pressure level,"A mechanical term meaning ses basınç seviyesi, used in site, drawing, installation or coordination contexts.",vibration & dynamics
shock load,"A mechanical term meaning darbe yükü, used in site, drawing, installation or coordination contexts.",vibration & dynamics
modal analysis,"A mechanical term meaning modal analiz, used in site, drawing, installation or coordination contexts.",vibration & dynamics
harmonic vibration,"A mechanical term meaning harmonik titreşim, used in site, drawing, installation or coordination contexts.",vibration & dynamics
critical speed,"A mechanical term meaning kritik hız, used in site, drawing, installation or coordination contexts.",vibration & dynamics
grease,"A mechanical term meaning gres, used in site, drawing, installation or coordination contexts.",lubrication
lubricating oil,"A mechanical term meaning yağlama yağı, used in site, drawing, installation or coordination contexts.",lubrication
viscosity index,"A mechanical term meaning viskozite indeksi, used in site, drawing, installation or coordination contexts.",lubrication
friction coefficient,"A mechanical term meaning sürtünme katsayısı, used in site, drawing, installation or coordination contexts.",lubrication
wear rate,"A mechanical term meaning aşınma oranı, used in site, drawing, installation or coordination contexts.",lubrication
oil film,"A mechanical term meaning yağ filmi, used in site, drawing, installation or coordination contexts.",lubrication
boundary lubrication,"A mechanical term meaning sınır yağlama, used in site, drawing, installation or coordination contexts.",lubrication
hydrodynamic lubrication,"A mechanical term meaning hidrodinamik yağlama, used in site, drawing, installation or coordination contexts.",lubrication
tribology,"A mechanical term meaning tribolojii, used in site, drawing, installation or coordination contexts.",lubrication
grease fitting,"A mechanical term meaning gres nipeli, used in site, drawing, installation or coordination contexts.",lubrication
oil sampling,"A mechanical term meaning yağ numunesi alma, used in site, drawing, installation or coordination contexts.",lubrication
CNC machine,"A mechanical term meaning CNC makinesi, used in site, drawing, installation or coordination contexts.",machine tools
G-code,"A mechanical term meaning G kodu, used in site, drawing, installation or coordination contexts.",machine tools
tool path,"A mechanical term meaning takım yolu, used in site, drawing, installation or coordination contexts.",machine tools
machining center,"A mechanical term meaning işleme merkezi, used in site, drawing, installation or coordination contexts.",machine tools
spindle,"A mechanical term meaning iş mili, used in site, drawing, installation or coordination contexts.",machine tools
axis of motion,"A mechanical term meaning hareket ekseni, used in site, drawing, installation or coordination contexts.",machine tools
zero point setting,"A mechanical term meaning sıfır noktası ayarı, used in site, drawing, installation or coordination contexts.",machine tools
tool changer,"A mechanical term meaning takım değiştirici, used in site, drawing, installation or coordination contexts.",machine tools
CAM software,"A mechanical term meaning CAM yazılımı, used in site, drawing, installation or coordination contexts.",machine tools
part program,"A mechanical term meaning parça programı, used in site, drawing, installation or coordination contexts.",machine tools
workholding device,"A mechanical term meaning iş parçası bağlama düzeni, used in site, drawing, installation or coordination contexts.",machine tools
machine calibration,"A mechanical term meaning makine kalibrasyonu, used in site, drawing, installation or coordination contexts.",machine tools
servo motor,"A mechanical term meaning servo motor, used in site, drawing, installation or coordination contexts.",machine tools
encoder,"A mechanical term meaning enkoder, used in site, drawing, installation or coordination contexts.",machine tools
ball screw,"A mechanical term meaning bilyalı vida, used in site, drawing, installation or coordination contexts.",machine tools
linear guide,"A mechanical term meaning lineer kılavuz, used in site, drawing, installation or coordination contexts.",machine tools
hydraulic system,"A mechanical term meaning hidrolik sistem, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
hydraulic cylinder,"A mechanical term meaning hidrolik silindir, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
hydraulic pump,"A mechanical term meaning hidrolik pompa, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
hydraulic fluid,"A mechanical term meaning hidrolik akışkan, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
hydraulic pressure,"A mechanical term meaning hidrolik basınç, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
pneumatic system,"A mechanical term meaning pnömatik sistem, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
pneumatic cylinder,"A mechanical term meaning pnömatik silindir, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
air compressor,"A mechanical term meaning hava kompresörü, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
solenoid coil,"A mechanical term meaning solenoid bobin, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
directional control valve,"A mechanical term meaning yön kontrol valfi, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
flow control valve,"A mechanical term meaning debi kontrol valfi, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
hydraulic accumulator,"A mechanical term meaning hidrolik akümülatör, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
proportional valve,"A mechanical term meaning orantısal valf, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
hydraulic hose,"A mechanical term meaning hidrolik hortum, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
quick coupling,"A mechanical term meaning hızlı bağlantı elemanı, used in site, drawing, installation or coordination contexts.",hydraulics & pneumatics
stress,"A mechanical term meaning gerilme, used in site, drawing, installation or coordination contexts.",stress analysis
strain,"A mechanical term meaning birim şekil değişimi, used in site, drawing, installation or coordination contexts.",stress analysis
bending moment,"A mechanical term meaning eğilme momenti, used in site, drawing, installation or coordination contexts.",stress analysis
shear stress,"A mechanical term meaning kayma gerilmesi, used in site, drawing, installation or coordination contexts.",stress analysis
factor of safety,"A mechanical term meaning emniyet katsayısı, used in site, drawing, installation or coordination contexts.",stress analysis
finite element analysis,"A mechanical term meaning sonlu elemanlar analizi, used in site, drawing, installation or coordination contexts.",stress analysis
stress concentration,"A mechanical term meaning gerilme yığılması, used in site, drawing, installation or coordination contexts.",stress analysis
buckling,"A mechanical term meaning burkulma, used in site, drawing, installation or coordination contexts.",stress analysis
deformation,"A mechanical term meaning deformasyon, used in site, drawing, installation or coordination contexts.",stress analysis
elastic deformation,"A mechanical term meaning elastik deformasyon, used in site, drawing, installation or coordination contexts.",stress analysis
plastic deformation,"A mechanical term meaning plastik deformasyon, used in site, drawing, installation or coordination contexts.",stress analysis
load bearing capacity,"A mechanical term meaning taşıma kapasitesi, used in site, drawing, installation or coordination contexts.",stress analysis
static load,"A mechanical term meaning statik yük, used in site, drawing, installation or coordination contexts.",stress analysis
dynamic load,"A mechanical term meaning dinamik yük, used in site, drawing, installation or coordination contexts.",stress analysis
fatigue life,"A mechanical term meaning yorulma ömrü, used in site, drawing, installation or coordination contexts.",stress analysis
crack propagation,"A mechanical term meaning çatlak ilerlemesi, used in site, drawing, installation or coordination contexts.",stress analysis
stress-strain curve,"A mechanical term meaning gerilme-birim şekil değişimi eğrisi, used in site, drawing, installation or coordination contexts.",stress analysis
turbine,"A mechanical term meaning türbin, used in site, drawing, installation or coordination contexts.",power generation
steam turbine,"A mechanical term meaning buhar türbini, used in site, drawing, installation or coordination contexts.",power generation
gas turbine,"A mechanical term meaning gaz türbini, used in site, drawing, installation or coordination contexts.",power generation
generator,"A mechanical term meaning jeneratör, used in site, drawing, installation or coordination contexts.",power generation
boiler feed pump,"A mechanical term meaning kazan besleme pompası, used in site, drawing, installation or coordination contexts.",power generation
condenser (power plant),"A mechanical term meaning kondenser (santral), used in site, drawing, installation or coordination contexts.",power generation
cooling water system,"A mechanical term meaning soğutma suyu sistemi, used in site, drawing, installation or coordination contexts.",power generation
power plant efficiency,"A mechanical term meaning santral verimi, used in site, drawing, installation or coordination contexts.",power generation
turbine blade,"A mechanical term meaning türbin kanadı, used in site, drawing, installation or coordination contexts.",power generation
