term,definition,isTechnical,label
boundary layer,"A mechanical term meaning sınır tabaka, used in site, drawing, installation or coordination contexts.",True,1
pipe friction factor,"A mechanical term meaning boru sürtünme katsayısı, used in site, drawing, installation or coordination contexts.",True,1
hydraulic diameter,"A mechanical term meaning hidrolik çap, used in site, drawing, installation or coordination contexts.",True,1
nozzle,"A mechanical term meaning meme / nozul, used in site, drawing, installation or coordination contexts.",True,1
orifice plate,"A mechanical term meaning orifis plakası, used in site, drawing, installation or coordination contexts.",True,1
venturi meter,"A mechanical term meaning venturi ölçer, used in site, drawing, installation or coordination contexts.",True,1
flow meter,"A mechanical term meaning debi metre, used in site, drawing, installation or coordination contexts.",True,1
static pressure,"A mechanical term meaning statik basınç, used in site, drawing, installation or coordination contexts.",True,1
dynamic pressure,"A mechanical term meaning dinamik basınç, used in site, drawing, installation or coordination contexts.",True,1
stagnation pressure,"A mechanical term meaning durgunluk basıncı, used in site, drawing, installation or coordination contexts.",True,1
fluid density,"A mechanical term meaning akışkan yoğunluğu, used in site, drawing, installation or coordination contexts.",True,1
surface tension,"A mechanical term meaning yüzey gerilimi, used in site, drawing, installation or coordination contexts.",True,1
open channel flow,"A mechanical term meaning açık kanal akışı, used in site, drawing, installation or coordination contexts.",True,1
water hammer,"A mechanical term meaning su darbesi, used in site, drawing, installation or coordination contexts.",True,1
pump curve,"A mechanical term meaning pompa eğrisi, used in site, drawing, installation or coordination contexts.",True,1
computational fluid dynamics,"A mechanical term meaning hesaplamalı akışkanlar dinamiği, used in site, drawing, installation or coordination contexts.",True,1
mould,"A mechanical term meaning kalıp, used in site, drawing, installation or coordination contexts.",True,1
casting,"A mechanical term meaning döküm, used in site, drawing, installation or coordination contexts.",True,1
sand casting,"A mechanical term meaning kum kalıba döküm, used in site, drawing, installation or coordination contexts.",True,1
die casting,"A mechanical term meaning basınçlı döküm, used in site, drawing, installation or coordination contexts.",True,1
investment casting,"A mechanical term meaning hassas döküm, used in site, drawing, installation or coordination contexts.",True,1
forging,"A mechanical term meaning dövme, used in site, drawing, installation or coordination contexts.",True,1
hot forging,"A mechanical term meaning sıcak dövme, used in site, drawing, installation or coordination contexts.",True,1
cold forging,"A mechanical term meaning soğuk dövme, used in site, drawing, installation or coordination contexts.",True,1
extrusion,"A mechanical term meaning ekstrüzyon, used in site, drawing, installation or coordination contexts.",True,1
rolling process,"A mechanical term meaning haddeleme işlemi, used in site, drawing, installation or coordination contexts.",True,1
shrinkage,"A mechanical term meaning büzülme, used in site, drawing, installation or coordination contexts.",True,1
porosity,"A mechanical term meaning gözeneklilik, used in site, drawing, installation or coordination contexts.",True,1
riser,"A mechanical term meaning besleyici (döküm), used in site, drawing, installation or coordination contexts.",True,1
gating system,"A mechanical term meaning yolluk sistemi, used in site, drawing, installation or coordination contexts.",True,1
solidification,"A mechanical term meaning katılaşma, used in site, drawing, installation or coordination contexts.",True,1
grain structure,"A mechanical term meaning tane yapısı, used in site, drawing, installation or coordination contexts.",True,1
die,"A mechanical term meaning kalıp (dövme), used in site, drawing, installation or coordination contexts.",True,1
flash removal,"A mechanical term meaning çapak alma, used in site, drawing, installation or coordination contexts.",True,1
hot chamber machine,"A mechanical term meaning sıcak hazneli makine, used in site, drawing, installation or coordination contexts.",True,1
cold chamber machine,"A mechanical term meaning soğuk hazneli makine, used in site, drawing, installation or coordination contexts.",True,1
cutting,"A mechanical term meaning kesme, used in site, drawing, installation or coordination contexts.",True,1
drilling,"A mechanical term meaning delme, used in site, drawing, installation or coordination contexts.",True,1
milling,"A mechanical term meaning frezeleme, used in site, drawing, installation or coordination contexts.",True,1
turning,"A mechanical term meaning tornalama, used in site, drawing, installation or coordination contexts.",True,1
grinding,"A mechanical term meaning taşlama, used in site, drawing, installation or coordination contexts.",True,1
boring,"A mechanical term meaning delik büyütme, used in site, drawing, installation or coordination contexts.",True,1
reaming,"A mechanical term meaning rayba çekme, used in site, drawing, installation or coordination contexts.",True,1
tapping,"A mechanical term meaning diş açma (delik), used in site, drawing, installation or coordination contexts.",True,1
threading,"A mechanical term meaning diş çekme, used in site, drawing, installation or coordination contexts.",True,1
cutting speed,"A mechanical term meaning kesme hızı, used in site, drawing, installation or coordination contexts.",True,1
feed rate,"A mechanical term meaning ilerleme hızı, used in site, drawing, installation or coordination contexts.",True,1
depth of cut,"A mechanical term meaning talaş derinliği, used in site, drawing, installation or coordination contexts.",True,1
tool wear,"A mechanical term meaning takım aşınması, used in site, drawing, installation or coordination contexts.",True,1
chip formation,"A mechanical term meaning talaş oluşumu, used in site, drawing, installation or coordination contexts.",True,1
surface roughness,"A mechanical term meaning yüzey pürüzlülüğü, used in site, drawing, installation or coordination contexts.",True,1
workpiece,"A mechanical term meaning iş parçası, used in site, drawing, installation or coordination contexts.",True,1
fixture,"A mechanical term meaning bağlama aparatı, used in site, drawing, installation or coordination contexts.",True,1
jig,"A mechanical term meaning kılavuz aparat, used in site, drawing, installation or coordination contexts.",True,1
spindle speed,"A mechanical term meaning iş mili hızı, used in site, drawing, installation or coordination contexts.",True,1
machining tolerance,"A mechanical term meaning işleme toleransı, used in site, drawing, installation or coordination contexts.",True,1
burr,"A mechanical term meaning çapak, used in site, drawing, installation or coordination contexts.",True,1
end mill,"A mechanical term meaning parmak freze, used in site, drawing, installation or coordination contexts.",True,1
lathe,"A mechanical term meaning torna tezgahı, used in site, drawing, installation or coordination contexts.",True,1
milling cutter,"A mechanical term meaning freze bıçağı, used in site, drawing, installation or coordination contexts.",True,1
indexable insert,"A mechanical term meaning değiştirilebilir uç, used in site, drawing, installation or coordination contexts.",True,1
high-speed machining,"A mechanical term meaning yüksek hızlı işleme, used in site, drawing, installation or coordination contexts.",True,1
electrical discharge machining,"A mechanical term meaning elektro erozyon ile işleme, used in site, drawing, installation or coordination contexts.",True,1
laser cutting,"A mechanical term meaning lazer kesim, used in site, drawing, installation or coordination contexts.",True,1
weld,"A mechanical term meaning kaynak, used in site, drawing, installation or coordination contexts.",True,1
welder,"A mechanical term meaning kaynakçı, used in site, drawing, installation or coordination contexts.",True,1
welding rod,"A mechanical term meaning kaynak elektrodu, used in site, drawing, installation or coordination contexts.",True,1
arc welding,"A mechanical term meaning ark kaynağı, used in site, drawing, installation or coordination contexts.",True,1
MIG welding,"A mechanical term meaning MIG kaynağı, used in site, drawing, installation or coordination contexts.",True,1
TIG welding,"A mechanical term meaning TIG kaynağı, used in site, drawing, installation or coordination contexts.",True,1
spot welding,"A mechanical term meaning punta kaynağı, used in site, drawing, installation or coordination contexts.",True,1
weld seam,"A mechanical term meaning kaynak dikişi, used in site, drawing, installation or coordination contexts.",True,1
weld penetration,"A mechanical term meaning kaynak nüfuziyeti, used in site, drawing, installation or coordination contexts.",True,1
weld defect,"A mechanical term meaning kaynak hatası, used in site, drawing, installation or coordination contexts.",True,1
porosity in weld,"A mechanical term meaning kaynakta gözeneklilik, used in site, drawing, installation or coordination contexts.",True,1
undercut,"A mechanical term meaning yanma oluğu, used in site, drawing, installation or coordination contexts.",True,1
heat-affected zone,"A mechanical term meaning ısıdan etkilenen bölge, used in site, drawing, installation or coordination contexts.",True,1
filler metal,"A mechanical term meaning dolgu metali, used in site, drawing, installation or coordination contexts.",True,1
shielding gas,"A mechanical term meaning koruyucu gaz, used in site, drawing, installation or coordination contexts.",True,1
weld inspection,"A mechanical term meaning kaynak muayenesi, used in site, drawing, installation or coordination contexts.",True,1
non-destructive testing,"A mechanical term meaning tahribatsız muayene, used in site, drawing, installation or coordination contexts.",True,1
ultrasonic testing,"A mechanical term meaning ultrasonik muayene, used in site, drawing, installation or coordination contexts.",True,1
radiographic testing,"A mechanical term meaning radyografik muayene, used in site, drawing, installation or coordination contexts.",True,1
weld procedure specification,"A mechanical term meaning kaynak prosedürü şartnamesi, used in site, drawing, installation or coordination contexts.",True,1
welder qualification,"A mechanical term meaning kaynakçı yeterliliği, used in site, drawing, installation or coordination contexts.",True,1
brazing,"A mechanical term meaning sert lehimleme, used in site, drawing, installation or coordination contexts.",True,1
soldering,"A mechanical term meaning yumuşak lehimleme, used in site, drawing, installation or coordination contexts.",True,1
fillet weld,"A mechanical term meaning köşe kaynağı, used in site, drawing, installation or coordination contexts.",True,1
butt weld,"A mechanical term meaning alın kaynağı, used in site, drawing, installation or coordination contexts.",True,1
metal,"A mechanical term meaning metal, used in site, drawing, installation or coordination contexts.",True,1
steel,"A mechanical term meaning çelik, used in site, drawing, installation or coordination contexts.",True,1
iron,"A mechanical term meaning demir, used in site, drawing, installation or coordination contexts.",True,1
aluminium,"A mechanical term meaning alüminyum, used in site, drawing, installation or coordination contexts.",True,1
alloy,"A mechanical term meaning alaşım, used in site, drawing, installation or coordination contexts.",True,1
carbon steel,"A mechanical term meaning karbon çelik, used in site, drawing, installation or coordination contexts.",True,1
stainless steel,"A mechanical term meaning paslanmaz çelik, used in site, drawing, installation or coordination contexts.",True,1
cast iron,"A mechanical term meaning dökme demir, used in site, drawing, installation or coordination contexts.",True,1
hardness,"A mechanical term meaning sertlik, used in site, drawing, installation or coordination contexts.",True,1
tensile strength,"A mechanical term meaning çekme mukavemeti, used in site, drawing, installation or coordination contexts.",True,1
yield strength,"A mechanical term meaning akma mukavemeti, used in site, drawing, installation or coordination contexts.",True,1
ductility,"A mechanical term meaning süneklik, used in site, drawing, installation or coordination contexts.",True,1
brittleness,"A mechanical term meaning kırılganlık, used in site, drawing, installation or coordination contexts.",True,1
fatigue strength,"A mechanical term meaning yorulma mukavemeti, used in site, drawing, installation or coordination contexts.",True,1
corrosion resistance,"A mechanical term meaning korozyon direnci, used in site, drawing, installation or coordination contexts.",True,1
heat treatment,"A mechanical term meaning ısıl işlem, used in site, drawing, installation or coordination contexts.",True,1
annealing,"A mechanical term meaning tavlama, used in site, drawing, installation or coordination contexts.",True,1
quenching,"A mechanical term meaning su verme, used in site, drawing, installation or coordination contexts.",True,1
tempering,"A mechanical term meaning temperleme, used in site, drawing, installation or coordination contexts.",True,1
case hardening,"A mechanical term meaning yüzey sertleştirme, used in site, drawing, installation or coordination contexts.",True,1
microstructure,"A mechanical term meaning mikroyapı, used in site, drawing, installation or coordination contexts.",True,1
grain boundary,"A mechanical term meaning tane sınırı, used in site, drawing, installation or coordination contexts.",True,1
alloying element,"A mechanical term meaning alaşım elementi, used in site, drawing, installation or coordination contexts.",True,1
elastic modulus,"A mechanical term meaning elastik modül, used in site, drawing, installation or coordination contexts.",True,1
Young's modulus,"A mechanical term meaning Young modülü, used in site, drawing, installation or coordination contexts.",True,1
Poisson's ratio,"A mechanical term meaning Poisson oranı, used in site, drawing, installation or coordination contexts.",True,1
creep resistance,"A mechanical term meaning sünme direnci, used in site, drawing, installation or coordination contexts.",True,1
composite material,"A mechanical term meaning kompozit malzeme, used in site, drawing, installation or coordination contexts.",True,1
polymer,"A mechanical term meaning polimer, used in site, drawing, installation or coordination contexts.",True,1
thermoplastic,"A mechanical term meaning termoplastik, used in site, drawing, installation or coordination contexts.",True,1
thermosetting plastic,"A mechanical term meaning termoset plastik, used in site, drawing, installation or coordination contexts.",True,1
ceramic material,"A mechanical term meaning seramik malzeme, used in site, drawing, installation or coordination contexts.",True,1
material certificate,"A mechanical term meaning malzeme sertifikası, used in site, drawing, installation or coordination contexts.",True,1
mill test certificate,"A mechanical term meaning fabrika test sertifikası, used in site, drawing, installation or coordination contexts.",True,1
metallurgical testing,"A mechanical term meaning metalurjik test, used in site, drawing, installation or coordination contexts.",True,1
phase diagram,"A mechanical term meaning faz diyagramı, used in site, drawing, installation or coordination contexts.",True,1
crystalline structure,"A mechanical term meaning kristal yapı, used in site, drawing, installation or coordination contexts.",True,1
nondestructive material testing,"A mechanical term meaning tahribatsız malzeme muayenesi, used in site, drawing, installation or coordination contexts.",True,1
galvanic corrosion,"A mechanical term meaning galvanik korozyon, used in site, drawing, installation or coordination contexts.",True,1
passivation,"A mechanical term meaning pasivasyon, used in site, drawing, installation or coordination contexts.",True,1
hot-dip galvanising,"A mechanical term meaning sıcak daldırma galvaniz, used in site, drawing, installation or coordination contexts.",True,1
surface coating,"A mechanical term meaning yüzey kaplaması, used in site, drawing, installation or coordination contexts.",True,1
powder coating,"A mechanical term meaning toz boya kaplama, used in site, drawing, installation or coordination contexts.",True,1
anodising,"A mechanical term meaning anodizasyon, used in site, drawing, installation or coordination contexts.",True,1
material traceability,"A mechanical term meaning malzeme izlenebilirliği, used in site, drawing, installation or coordination contexts.",True,1
chemical composition report,"A mechanical term meaning kimyasal bileşim raporu, used in site, drawing, installation or coordination contexts.",True,1
gear,"A mechanical term meaning dişli, used in site, drawing, installation or coordination contexts.",True,1
spur gear,"A mechanical term meaning düz dişli, used in site, drawing, installation or coordination contexts.",True,1
helical gear,"A mechanical term meaning helisel dişli, used in site, drawing, installation or coordination contexts.",True,1
bevel gear,"A mechanical term meaning konik dişli, used in site, drawing, installation or coordination contexts.",True,1
worm gear,"A mechanical term meaning sonsuz dişli, used in site, drawing, installation or coordination contexts.",True,1
gearbox,"A mechanical term meaning dişli kutusu, used in site, drawing, installation or coordination contexts.",True,1
gear ratio,"A mechanical term meaning dişli oranı, used in site, drawing, installation or coordination contexts.",True,1
module (gear),"A mechanical term meaning modül (dişli), used in site, drawing, installation or coordination contexts.",True,1
pitch circle,"A mechanical term meaning bölüm dairesi, used in site, drawing, installation or coordination contexts.",True,1
backlash,"A mechanical term meaning boşluk (dişli), used in site, drawing, installation or coordination contexts.",True,1
planetary gear,"A mechanical term meaning gezegen dişli, used in site, drawing, installation or coordination contexts.",True,1
gear tooth profile,"A mechanical term meaning dişli diş profili, used in site, drawing, installation or coordination contexts.",True,1
rack and pinion,"A mechanical term meaning kremayer ve pinyon, used in site, drawing, installation or coordination contexts.",True,1
gear reducer,"A mechanical term meaning redüktör, used in site, drawing, installation or coordination contexts.",True,1
mechanical advantage,"A mechanical term meaning mekanik avantaj, used in site, drawing, installation or coordination contexts.",True,1
torque,"A mechanical term meaning tork, used in site, drawing, installation or coordination contexts.",True,1
rotational speed,"A mechanical term meaning dönme hızı, used in site, drawing, installation or coordination contexts.",True,1
power transmission ratio,"A mechanical term meaning güç iletim oranı, used in site, drawing, installation or coordination contexts.",True,1
gear lubrication,"A mechanical term meaning dişli yağlaması, used in site, drawing, installation or coordination contexts.",True,1
ball bearing,"A mechanical term meaning bilyalı rulman, used in site, drawing, installation or coordination contexts.",True,1
roller bearing,"A mechanical term meaning makaralı rulman, used in site, drawing, installation or coordination contexts.",True,1
thrust bearing,"A mechanical term meaning eksenel yatak, used in site, drawing, installation or coordination contexts.",True,1
sleeve bearing,"A mechanical term meaning kaymalı yatak, used in site, drawing, installation or coordination contexts.",True,1
shaft,"A mechanical term meaning mil, used in site, drawing, installation or coordination contexts.",True,1
keyway,"A mechanical term meaning kama yuvası, used in site, drawing, installation or coordination contexts.",True,1
flexible coupling,"A mechanical term meaning esnek kaplin, used in site, drawing, installation or coordination contexts.",True,1
rigid coupling,"A mechanical term meaning rijit kaplin, used in site, drawing, installation or coordination contexts.",True,1
universal joint,"A mechanical term meaning üniversal mafsal, used in site, drawing, installation or coordination contexts.",True,1
shaft alignment,"A mechanical term meaning mil hizalama, used in site, drawing, installation or coordination contexts.",True,1
misalignment,"A mechanical term meaning hizalama hatası, used in site, drawing, installation or coordination contexts.",True,1
shaft deflection,"A mechanical term meaning mil sehimi, used in site, drawing, installation or coordination contexts.",True,1
radial load,"A mechanical term meaning radyal yük, used in site, drawing, installation or coordination contexts.",True,1
axial load,"A mechanical term meaning eksenel yük, used in site, drawing, installation or coordination contexts.",True,1
bearing clearance,"A mechanical term meaning rulman boşluğu, used in site, drawing, installation or coordination contexts.",True,1
bearing housing,"A mechanical term meaning yatak yuvası, used in site, drawing, installation or coordination contexts.",True,1
seal (mechanical),"A mechanical term meaning sızdırmazlık elemanı, used in site, drawing, installation or coordination contexts.",True,1
O-ring,"A mechanical term meaning o-ring, used in site, drawing, installation or coordination contexts.",True,1
retaining ring,"A mechanical term meaning seger yüzük, used in site, drawing, installation or coordination contexts.",True,1
locknut,"A mechanical term meaning kilit somunu, used in site, drawing, installation or coordination contexts.",True,1
bolt,"A mechanical term meaning cıvata, used in site, drawing, installation or coordination contexts.",True,1
nut,"A mechanical term meaning somun, used in site, drawing, installation or coordination contexts.",True,1
washer,"A mechanical term meaning pul / rondela, used in site, drawing, installation or coordination contexts.",True,1
screw,"A mechanical term meaning vida, used in site, drawing, installation or coordination contexts.",True,1
rivet,"A mechanical term meaning perçin, used in site, drawing, installation or coordination contexts.",True,1
stud,"A mechanical term meaning saplama, used in site, drawing, installation or coordination contexts.",True,1
torque wrench,"A mechanical term meaning tork anahtarı, used in site, drawing, installation or coordination contexts.",True,1
tightening torque,"A mechanical term meaning sıkma torku, used in site, drawing, installation or coordination contexts.",True,1
thread pitch,"A mechanical term meaning diş adımı, used in site, drawing, installation or coordination contexts.",True,1
locking mechanism,"A mechanical term meaning kilitleme mekanizması, used in site, drawing, installation or coordination contexts.",True,1
anchor bolt,"A mechanical term meaning ankraj cıvatası, used in site, drawing, installation or coordination contexts.",True,1
preload,"A mechanical term meaning ön yükleme, used in site, drawing, installation or coordination contexts.",True,1
fastener grade,"A mechanical term meaning bağlantı elemanı sınıfı, used in site, drawing, installation or coordination contexts.",True,1
interference fit,"A mechanical term meaning geçmeli montaj, used in site, drawing, installation or coordination contexts.",True,1
clearance fit,"A mechanical term meaning boşluklu montaj, used in site, drawing, installation or coordination contexts.",True,1
belt,"A mechanical term meaning kayış, used in site, drawing, installation or coordination contexts.",True,1
belt drive,"A mechanical term meaning kayış tahriki, used in site, drawing, installation or coordination contexts.",True,1
V-belt,"A mechanical term meaning V kayışı, used in site, drawing, installation or coordination contexts.",True,1
timing belt,"A mechanical term meaning triger kayışı, used in site, drawing, installation or coordination contexts.",True,1
chain drive,"A mechanical term meaning zincir tahriki, used in site, drawing, installation or coordination contexts.",True,1
sprocket,"A mechanical term meaning zincir dişlisi, used in site, drawing, installation or coordination contexts.",True,1
clutch,"A mechanical term meaning kavrama, used in site, drawing, installation or coordination contexts.",True,1
disc brake,"A mechanical term meaning disk fren, used in site, drawing, installation or coordination contexts.",True,1
drum brake,"A mechanical term meaning kampana fren, used in site, drawing, installation or coordination contexts.",True,1
flywheel,"A mechanical term meaning volan, used in site, drawing, installation or coordination contexts.",True,1
driveshaft,"A mechanical term meaning kardan mili, used in site, drawing, installation or coordination contexts.",True,1
universal coupling,"A mechanical term meaning kardan kaplin, used in site, drawing, installation or coordination contexts.",True,1
power take-off,"A mechanical term meaning güç aktarma organı, used in site, drawing, installation or coordination contexts.",True,1
variable speed drive,"A mechanical term meaning değişken hızlı tahrik, used in site, drawing, installation or coordination contexts.",True,1
gear pump drive,"A mechanical term meaning dişli pompa tahriki, used in site, drawing, installation or coordination contexts.",True,1
mechanical efficiency,"A mechanical term meaning mekanik verim, used in site, drawing, installation or coordination contexts.",True,1
transmission ratio,"A mechanical term meaning iletim oranı, used in site, drawing, installation or coordination contexts.",True,1
repair,"A mechanical term meaning onarım, used in site, drawing, installation or coordination contexts.",True,1
service,"A mechanical term meaning bakım / servis, used in site, drawing, installation or coordination contexts.",True,1
inspection,"A mechanical term meaning muayene, used in site, drawing, installation or coordination contexts.",True,1
preventive maintenance,"A mechanical term meaning önleyici bakım, used in site, drawing, installation or coordination contexts.",True,1
predictive maintenance,"A mechanical term meaning kestirimci bakım, used in site, drawing, installation or coordination contexts.",True,1
breakdown maintenance,"A mechanical term meaning arıza bakımı, used in site, drawing, installation or coordination contexts.",True,1
spare part,"A mechanical term meaning yedek parça, used in site, drawing, installation or coordination contexts.",True,1
maintenance schedule,"A mechanical term meaning bakım programı, used in site, drawing, installation or coordination contexts.",True,1
downtime,"A mechanical term meaning duruş süresi, used in site, drawing, installation or coordination contexts.",True,1
root cause analysis,"A mechanical term meaning kök neden analizi, used in site, drawing, installation or coordination contexts.",True,1
failure mode,"A mechanical term meaning arıza türü, used in site, drawing, installation or coordination contexts.",True,1
condition monitoring,"A mechanical term meaning durum izleme, used in site, drawing, installation or coordination contexts.",True,1
vibration monitoring,"A mechanical term meaning titreşim izleme, used in site, drawing, installation or coordination contexts.",True,1
oil analysis,"A mechanical term meaning yağ analizi, used in site, drawing, installation or coordination contexts.",True,1
thermographic inspection,"A mechanical term meaning termografik muayene, used in site, drawing, installation or coordination contexts.",True,1
lubrication schedule,"A mechanical term meaning yağlama programı, used in site, drawing, installation or coordination contexts.",True,1
overhaul,"A mechanical term meaning genel bakım / revizyon, used in site, drawing, installation or coordination contexts.",True,1
wear and tear,"A mechanical term meaning aşınma ve yıpranma, used in site, drawing, installation or coordination contexts.",True,1
corrective action,"A mechanical term meaning düzeltici faaliyet, used in site, drawing, installation or coordination contexts.",True,1
asset management,"A mechanical term meaning varlık yönetimi, used in site, drawing, installation or coordination contexts.",True,1
equipment history log,"A mechanical term meaning ekipman geçmiş kaydı, used in site, drawing, installation or coordination contexts.",True,1
critical spare list,"A mechanical term meaning kritik yedek parça listesi, used in site, drawing, installation or coordination contexts.",True,1
reliability centered maintenance,"A mechanical term meaning güvenilirlik merkezli bakım, used in site, drawing, installation or coordination contexts.",True,1
maintenance backlog,"A mechanical term meaning bekleyen bakım işleri, used in site, drawing, installation or coordination contexts.",True,1
shutdown maintenance,"A mechanical term meaning duruş bakımı, used in site, drawing, installation or coordination contexts.",True,1
technician,"A mechanical term meaning teknisyen, used in site, drawing, installation or coordination contexts.",True,1
work order,"A mechanical term meaning iş emri, used in site, drawing, installation or coordination contexts.",True,1
checklist,"A mechanical term meaning kontrol listesi, used in site, drawing, installation or coordination contexts.",True,1
commissioning report,"A mechanical term meaning devreye alma raporu, used in site, drawing, installation or coordination contexts.",True,1
decommissioning,"A mechanical term meaning hizmetten kaldırma, used in site, drawing, installation or coordination contexts.",True,1
component replacement,"A mechanical term meaning parça değişimi, used in site, drawing, installation or coordination contexts.",True,1
greasing point,"A mechanical term meaning gres noktası, used in site, drawing, installation or coordination contexts.",True,1
maintenance manual,"A mechanical term meaning bakım kılavuzu, used in site, drawing, installation or coordination contexts.",True,1
service interval,"A mechanical term meaning bakım periyodu, used in site, drawing, installation or coordination contexts.",True,1
obsolescence management,"A mechanical term meaning modası geçme yönetimi, used in site, drawing, installation or coordination contexts.",True,1
measurement,"A mechanical term meaning ölçüm, used in site, drawing, installation or coordination contexts.",True,1
caliper,"A mechanical term meaning kumpas, used in site, drawing, installation or coordination contexts.",True,1
micrometer,"A mechanical term meaning mikrometre, used in site, drawing, installation or coordination contexts.",True,1
dial gauge,"A mechanical term meaning komparatör, used in site, drawing, installation or coordination contexts.",True,1
tolerance,"A mechanical term meaning tolerans, used in site, drawing, installation or coordination contexts.",True,1
dimensional accuracy,"A mechanical term meaning boyutsal doğruluk, used in site, drawing, installation or coordination contexts.",True,1
flatness,"A mechanical term meaning düzlemsellik, used in site, drawing, installation or coordination contexts.",True,1
roundness,"A mechanical term meaning yuvarlaklık, used in site, drawing, installation or coordination contexts.",True,1
concentricity,"A mechanical term meaning eş merkezlilik, used in site, drawing, installation or coordination contexts.",True,1
perpendicularity,"A mechanical term meaning diklik, used in site, drawing, installation or coordination contexts.",True,1
parallelism,"A mechanical term meaning paralellik, used in site, drawing, installation or coordination contexts.",True,1
surface finish,"A mechanical term meaning yüzey kalitesi, used in site, drawing, installation or coordination contexts.",True,1
coordinate measuring machine,"A mechanical term meaning koordinat ölçüm makinesi, used in site, drawing, installation or coordination contexts.",True,1
calibration certificate,"A mechanical term meaning kalibrasyon sertifikası, used in site, drawing, installation or coordination contexts.",True,1
first article inspection,"A mechanical term meaning ilk parça muayenesi, used in site, drawing, installation or coordination contexts.",True,1
statistical process control,"A mechanical term meaning istatistiksel proses kontrolü, used in site, drawing, installation or coordination contexts.",True,1
inspection report,"A mechanical term meaning muayene raporu, used in site, drawing, installation or coordination contexts.",True,1
nonconforming product,"A mechanical term meaning uygun olmayan ürün, used in site, drawing, installation or coordination contexts.",True,1
quality assurance plan,"A mechanical term meaning kalite güvence planı, used in site, drawing, installation or coordination contexts.",True,1
go/no-go gauge,"A mechanical term meaning geç/geçmez mastarı, used in site, drawing, installation or coordination contexts.",True,1
thread gauge,"A mechanical term meaning diş mastarı, used in site, drawing, installation or coordination contexts.",True,1
surface plate,"A mechanical term meaning kontrol masası, used in site, drawing, installation or coordination contexts.",True,1
acceptance criteria,"A mechanical term meaning kabul kriterleri, used in site, drawing, installation or coordination contexts.",True,1
traceability of measurement,"A mechanical term meaning ölçüm izlenebilirliği, used in site, drawing, installation or coordination contexts.",True,1
measurement uncertainty,"A mechanical term meaning ölçüm belirsizliği, used in site, drawing, installation or coordination contexts.",True,1
dimensional report,"A mechanical term meaning boyutsal rapor, used in site, drawing, installation or coordination contexts.",True,1
witness inspection,"A mechanical term meaning gözlemli muayene, used in site, drawing, installation or coordination contexts.",True,1
hold point,"A mechanical term meaning durdurma noktası, used in site, drawing, installation or coordination contexts.",True,1
release note,"A mechanical term meaning serbest bırakma notu, used in site, drawing, installation or coordination contexts.",True,1
piston,"A mechanical term meaning piston, used in site, drawing, installation or coordination contexts.",True,1
cylinder,"A mechanical term meaning silindir, used in site, drawing, installation or coordination contexts.",True,1
crankshaft,"A mechanical term meaning krank mili, used in site, drawing, installation or coordination contexts.",True,1
camshaft,"A mechanical term meaning eksantrik mili, used in site, drawing, installation or coordination contexts.",True,1
combustion chamber,"A mechanical term meaning yanma odası, used in site, drawing, installation or coordination contexts.",True,1
fuel injection,"A mechanical term meaning yakıt enjeksiyonu, used in site, drawing, installation or coordination contexts.",True,1
carburetor,"A mechanical term meaning karbüratör, used in site, drawing, installation or coordination contexts.",True,1
turbocharger,"A mechanical term meaning turbo şarj, used in site, drawing, installation or coordination contexts.",True,1
exhaust system,"A mechanical term meaning egzoz sistemi, used in site, drawing, installation or coordination contexts.",True,1
gearbox (automotive),"A mechanical term meaning vites kutusu, used in site, drawing, installation or coordination contexts.",True,1
clutch plate,"A mechanical term meaning kavrama diski, used in site, drawing, installation or coordination contexts.",True,1
suspension system,"A mechanical term meaning süspansiyon sistemi, used in site, drawing, installation or coordination contexts.",True,1
shock absorber,"A mechanical term meaning amortisör, used in site, drawing, installation or coordination contexts.",True,1
chassis,"A mechanical term meaning şasi, used in site, drawing, installation or coordination contexts.",True,1
differential,"A mechanical term meaning diferansiyel, used in site, drawing, installation or coordination contexts.",True,1
timing chain,"A mechanical term meaning triger zinciri, used in site, drawing, installation or coordination contexts.",True,1
spark plug,"A mechanical term meaning buji, used in site, drawing, installation or coordination contexts.",True,1
diesel engine,"A mechanical term meaning dizel motor, used in site, drawing, installation or coordination contexts.",True,1
gasoline engine,"A mechanical term meaning benzinli motor, used in site, drawing, installation or coordination contexts.",True,1
engine compression ratio,"A mechanical term meaning motor sıkıştırma oranı, used in site, drawing, installation or coordination contexts.",True,1
emission control system,"A mechanical term meaning emisyon kontrol sistemi, used in site, drawing, installation or coordination contexts.",True,1
cooling system,"A mechanical term meaning soğutma sistemi, used in site, drawing, installation or coordination contexts.",True,1
lubrication system,"A mechanical term meaning yağlama sistemi, used in site, drawing, installation or coordination contexts.",True,1
oil filter,"A mechanical term meaning yağ filtresi, used in site, drawing, installation or coordination contexts.",True,1
air filter,"A mechanical term meaning hava filtresi, used in site, drawing, installation or coordination contexts.",True,1
engine mount,"A mechanical term meaning motor takozu, used in site, drawing, installation or coordination contexts.",True,1
power output,"A mechanical term meaning güç çıkışı, used in site, drawing, installation or coordination contexts.",True,1
engine torque curve,"A mechanical term meaning motor tork eğrisi, used in site, drawing, installation or coordination contexts.",True,1
centrifugal pump,"A mechanical term meaning santrifüj pompa, used in site, drawing, installation or coordination contexts.",True,1
