term,definition,category
rail fastening system,"A civil term meaning ray bağlantı sistemi, used in site, drawing, installation or coordination contexts.",railway works
track gauge,"A civil term meaning ray açıklığı, used in site, drawing, installation or coordination contexts.",railway works
level crossing,"A civil term meaning hemzemin geçit, used in site, drawing, installation or coordination contexts.",railway works
railway embankment,"A civil term meaning demiryolu dolgusu, used in site, drawing, installation or coordination contexts.",railway works
platform (railway),"A civil term meaning peron, used in site, drawing, installation or coordination contexts.",railway works
erosion control,"A civil term meaning erozyon kontrolü, used in site, drawing, installation or coordination contexts.",environment
sediment control,"A civil term meaning sediment kontrolü, used in site, drawing, installation or coordination contexts.",environment
silt fence,"A civil term meaning silt bariyeri, used in site, drawing, installation or coordination contexts.",environment
environmental impact assessment,"A civil term meaning çevresel etki değerlendirmesi, used in site, drawing, installation or coordination contexts.",environment
noise mitigation (construction),"A civil term meaning gürültü azaltma (inşaat), used in site, drawing, installation or coordination contexts.",environment
dust control,"A civil term meaning toz kontrolü, used in site, drawing, installation or coordination contexts.",environment
recycled aggregate,"A civil term meaning geri dönüştürülmüş agrega, used in site, drawing, installation or coordination contexts.",environment
beam design,"A civil term meaning kiriş tasarımı, used in site, drawing, installation or coordination contexts.",structural design civil
column design,"A civil term meaning kolon tasarımı, used in site, drawing, installation or coordination contexts.",structural design civil
slab design,"A civil term meaning döşeme tasarımı, used in site, drawing, installation or coordination contexts.",structural design civil
shear wall,"A civil term meaning perde duvar, used in site, drawing, installation or coordination contexts.",structural design civil
moment resisting frame,"A civil term meaning moment aktaran çerçeve, used in site, drawing, installation or coordination contexts.",structural design civil
seismic design,"A civil term meaning deprem tasarımı, used in site, drawing, installation or coordination contexts.",structural design civil
base isolation,"A civil term meaning taban izolasyonu, used in site, drawing, installation or coordination contexts.",structural design civil
ductility (structure),"A civil term meaning süneklik (yapı), used in site, drawing, installation or coordination contexts.",structural design civil
structural redundancy,"A civil term meaning yapısal yedeklilik, used in site, drawing, installation or coordination contexts.",structural design civil
load path,"A civil term meaning yük aktarım yolu, used in site, drawing, installation or coordination contexts.",structural design civil
torsion (structure),"A civil term meaning burulma (yapı), used in site, drawing, installation or coordination contexts.",structural design civil
deflection limit,"A civil term meaning sehim sınırı, used in site, drawing, installation or coordination contexts.",structural design civil
progressive collapse,"A civil term meaning ilerleyici göçme, used in site, drawing, installation or coordination contexts.",structural design civil
structural analysis software,"A civil term meaning statik analiz yazılımı, used in site, drawing, installation or coordination contexts.",structural design civil
static analysis,"A civil term meaning statik analiz, used in site, drawing, installation or coordination contexts.",structural design civil
dynamic analysis (civil),"A civil term meaning dinamik analiz, used in site, drawing, installation or coordination contexts.",structural design civil
response spectrum analysis,"A civil term meaning tepki spektrumu analizi, used in site, drawing, installation or coordination contexts.",structural design civil
pushover analysis,"A civil term meaning itme analizi, used in site, drawing, installation or coordination contexts.",structural design civil
structural drawing set,"A civil term meaning statik proje takımı, used in site, drawing, installation or coordination contexts.",structural design civil
gabion wall,"A civil term meaning gabion duvar, used in site, drawing, installation or coordination contexts.",retaining ground engineering
soldier pile wall,"A civil term meaning kazıklı istinat duvarı, used in site, drawing, installation or coordination contexts.",retaining ground engineering
diaphragm wall,"A civil term meaning diyafram duvar, used in site, drawing, installation or coordination contexts.",retaining ground engineering
anchor block,"A civil term meaning ankraj bloğu, used in site, drawing, installation or coordination contexts.",retaining ground engineering
cantilever retaining wall,"A civil term meaning konsol istinat duvarı, used in site, drawing, installation or coordination contexts.",retaining ground engineering
geogrid,"A civil term meaning jeogrid, used in site, drawing, installation or coordination contexts.",retaining ground engineering
rock bolt,"A civil term meaning kaya bulonu, used in site, drawing, installation or coordination contexts.",retaining ground engineering
ground freezing,"A civil term meaning zemin dondurma, used in site, drawing, installation or coordination contexts.",retaining ground engineering
vibro compaction,"A civil term meaning vibro kompaksiyon, used in site, drawing, installation or coordination contexts.",retaining ground engineering
demolition plan,"A civil term meaning yıkım planı, used in site, drawing, installation or coordination contexts.",demolition disposal
controlled demolition,"A civil term meaning kontrollü yıkım, used in site, drawing, installation or coordination contexts.",demolition disposal
asbestos removal,"A civil term meaning asbest temizliği, used in site, drawing, installation or coordination contexts.",demolition disposal
debris removal,"A civil term meaning moloz temizliği, used in site, drawing, installation or coordination contexts.",demolition disposal
waste disposal (construction),"A civil term meaning atık bertarafı (inşaat), used in site, drawing, installation or coordination contexts.",demolition disposal
selective demolition,"A civil term meaning seçici yıkım, used in site, drawing, installation or coordination contexts.",demolition disposal
temporary works design,"A civil term meaning geçici işler tasarımı, used in site, drawing, installation or coordination contexts.",temporary works
temporary works coordinator,"A civil term meaning geçici işler koordinatörü, used in site, drawing, installation or coordination contexts.",temporary works
propping system,"A civil term meaning payandalama sistemi, used in site, drawing, installation or coordination contexts.",temporary works
temporary bridge,"A civil term meaning geçici köprü, used in site, drawing, installation or coordination contexts.",temporary works
access scaffold,"A civil term meaning erişim iskelesi, used in site, drawing, installation or coordination contexts.",temporary works
temporary road,"A civil term meaning geçici yol, used in site, drawing, installation or coordination contexts.",temporary works
edge protection,"A civil term meaning kenar koruması, used in site, drawing, installation or coordination contexts.",temporary works
precast panel,"A civil term meaning prefabrik panel, used in site, drawing, installation or coordination contexts.",precast elements
precast beam,"A civil term meaning prefabrik kiriş, used in site, drawing, installation or coordination contexts.",precast elements
precast column,"A civil term meaning prefabrik kolon, used in site, drawing, installation or coordination contexts.",precast elements
precast slab,"A civil term meaning prefabrik döşeme, used in site, drawing, installation or coordination contexts.",precast elements
hollow core slab,"A civil term meaning boşluklu döşeme, used in site, drawing, installation or coordination contexts.",precast elements
double tee slab,"A civil term meaning çift T döşeme, used in site, drawing, installation or coordination contexts.",precast elements
precast connection,"A civil term meaning prefabrik bağlantı, used in site, drawing, installation or coordination contexts.",precast elements
tilt-up construction,"A civil term meaning yerinde kaldırmalı üretim, used in site, drawing, installation or coordination contexts.",precast elements
industrial floor,"A civil term meaning endüstriyel zemin, used in site, drawing, installation or coordination contexts.",industrial flooring
floor hardener,"A civil term meaning zemin sertleştirici, used in site, drawing, installation or coordination contexts.",industrial flooring
floor flatness tolerance,"A civil term meaning zemin düzlük toleransı, used in site, drawing, installation or coordination contexts.",industrial flooring
power float finish,"A civil term meaning helikopter perdah, used in site, drawing, installation or coordination contexts.",industrial flooring
epoxy floor coating,"A civil term meaning epoksi zemin kaplaması, used in site, drawing, installation or coordination contexts.",industrial flooring
box culvert,"A civil term meaning kutu menfez, used in site, drawing, installation or coordination contexts.",culverts drainage structures
pipe culvert,"A civil term meaning boru menfez, used in site, drawing, installation or coordination contexts.",culverts drainage structures
headwall,"A civil term meaning menfez ağız duvarı, used in site, drawing, installation or coordination contexts.",culverts drainage structures
scour protection,"A civil term meaning oyulma koruması, used in site, drawing, installation or coordination contexts.",culverts drainage structures
energy dissipator,"A civil term meaning enerji kırıcı, used in site, drawing, installation or coordination contexts.",culverts drainage structures
utility mapping,"A civil term meaning altyapı haritalama, used in site, drawing, installation or coordination contexts.",site utilities coordination
clash detection (utilities),"A civil term meaning çakışma tespiti (altyapı), used in site, drawing, installation or coordination contexts.",site utilities coordination
service diversion,"A civil term meaning hat yönlendirme, used in site, drawing, installation or coordination contexts.",site utilities coordination
utility survey,"A civil term meaning altyapı ölçümü, used in site, drawing, installation or coordination contexts.",site utilities coordination
civil 3D model,"A civil term meaning civil 3D modeli, used in site, drawing, installation or coordination contexts.",civil bim software
digital twin (civil),"A civil term meaning dijital ikiz (inşaat), used in site, drawing, installation or coordination contexts.",civil bim software
4D scheduling,"A civil term meaning 4D programlama, used in site, drawing, installation or coordination contexts.",civil bim software
quantity takeoff software,"A civil term meaning metraj yazılımı, used in site, drawing, installation or coordination contexts.",civil bim software
flood resilient design,"A civil term meaning taşkına dayanıklı tasarım, used in site, drawing, installation or coordination contexts.",resilience disaster mitigation
seismic retrofit,"A civil term meaning deprem güçlendirmesi, used in site, drawing, installation or coordination contexts.",resilience disaster mitigation
hazard mapping,"A civil term meaning tehlike haritalama, used in site, drawing, installation or coordination contexts.",resilience disaster mitigation
disaster risk reduction,"A civil term meaning afet riski azaltma, used in site, drawing, installation or coordination contexts.",resilience disaster mitigation
survey pin,"A civil term meaning aplikasyon çivisi, used in site, drawing, installation or coordination contexts.",civil / building elements
marker (survey),"A civil term meaning işaretleyici, used in site, drawing, installation or coordination contexts.",civil / building elements
boundary wall,"A civil term meaning sınır duvarı, used in site, drawing, installation or coordination contexts.",civil / building elements
gate valve chamber,"A civil term meaning vana odası, used in site, drawing, installation or coordination contexts.",civil / building elements
kerbstone,"A civil term meaning bordür taşı, used in site, drawing, installation or coordination contexts.",civil / building elements
footway,"A civil term meaning yaya kaldırımı, used in site, drawing, installation or coordination contexts.",civil / building elements
crossing (pedestrian),"A civil term meaning yaya geçidi, used in site, drawing, installation or coordination contexts.",civil / building elements
street lighting pole,"A civil term meaning sokak aydınlatma direği, used in site, drawing, installation or coordination contexts.",civil / building elements
manhole chamber,"A civil term meaning rögar bacası, used in site, drawing, installation or coordination contexts.",civil / building elements
site hoarding gate,"A civil term meaning şantiye çevre kapısı, used in site, drawing, installation or coordination contexts.",civil / building elements
day work rate,"A civil term meaning gündelik iş birim fiyatı, used in site, drawing, installation or coordination contexts.",quantity surveying
cost plan,"A civil term meaning maliyet planı, used in site, drawing, installation or coordination contexts.",quantity surveying
tender document,"A civil term meaning ihale dokümanı, used in site, drawing, installation or coordination contexts.",quantity surveying
tender price,"A civil term meaning ihale fiyatı, used in site, drawing, installation or coordination contexts.",quantity surveying
nominal load,"A civil term meaning nominal yük, used in site, drawing, installation or coordination contexts.",standards & codes
factored load,"A civil term meaning faktörlü yük, used in site, drawing, installation or coordination contexts.",standards & codes
combination of actions,"A civil term meaning etki kombinasyonu, used in site, drawing, installation or coordination contexts.",standards & codes
code compliance (civil),"A civil term meaning yönetmelik uygunluğu, used in site, drawing, installation or coordination contexts.",standards & codes
photogrammetry,"A civil term meaning fotogrametri, used in site, drawing, installation or coordination contexts.",surveying
chainage,"A civil term meaning kilometraj / zincirleme, used in site, drawing, installation or coordination contexts.",surveying
bench level,"A civil term meaning röper kotu, used in site, drawing, installation or coordination contexts.",surveying
offset (survey),"A civil term meaning ofset (ölçüm), used in site, drawing, installation or coordination contexts.",surveying
inlet structure,"A civil term meaning giriş yapısı, used in site, drawing, installation or coordination contexts.",water & drainage
outlet structure,"A civil term meaning çıkış yapısı, used in site, drawing, installation or coordination contexts.",water & drainage
siphon (drainage),"A civil term meaning sifon (drenaj), used in site, drawing, installation or coordination contexts.",water & drainage
weir chamber,"A civil term meaning savak odası, used in site, drawing, installation or coordination contexts.",water & drainage
concrete pour record,"A civil term meaning beton döküm kaydı, used in site, drawing, installation or coordination contexts.",concrete works
test cube,"A civil term meaning test küpü, used in site, drawing, installation or coordination contexts.",concrete works
curing compound,"A civil term meaning kür bileşiği, used in site, drawing, installation or coordination contexts.",concrete works
formwork release oil,"A civil term meaning kalıp ayırıcı yağı, used in site, drawing, installation or coordination contexts.",concrete works
concrete delivery ticket,"A civil term meaning beton teslim fişi, used in site, drawing, installation or coordination contexts.",concrete works
waterstop joint,"A civil term meaning su tutucu derz, used in site, drawing, installation or coordination contexts.",concrete works
post-tensioned concrete,"A civil term meaning art gerilmeli beton, used in site, drawing, installation or coordination contexts.",concrete works
pre-tensioned concrete,"A civil term meaning ön gerilmeli beton, used in site, drawing, installation or coordination contexts.",concrete works
tendon (prestressing),"A civil term meaning gergi teli (öngerme), used in site, drawing, installation or coordination contexts.",concrete works
grouting (prestressing),"A civil term meaning enjeksiyon (öngerme), used in site, drawing, installation or coordination contexts.",concrete works
column base connection,"A civil term meaning kolon temel bağlantısı, used in site, drawing, installation or coordination contexts.",structural steel
steel column splice,"A civil term meaning çelik kolon ek yeri, used in site, drawing, installation or coordination contexts.",structural steel
weathering steel,"A civil term meaning hava koşullarına dayanıklı çelik, used in site, drawing, installation or coordination contexts.",structural steel
caisson foundation,"A civil term meaning keson temel, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
combined footing,"A civil term meaning birleşik temel, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
mat foundation,"A civil term meaning genişletilmiş temel (mat), used in site, drawing, installation or coordination contexts.",foundations & geotechnical
ground bearing slab,"A civil term meaning zemine oturan döşeme, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
piled raft foundation,"A civil term meaning kazıklı radye temel, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
chip seal,"A civil term meaning yüzeysel kaplama (chip seal), used in site, drawing, installation or coordination contexts.",road & highway
milling (road),"A civil term meaning frezeleme (yol), used in site, drawing, installation or coordination contexts.",road & highway
road overlay,"A civil term meaning yol üstyapı kaplaması, used in site, drawing, installation or coordination contexts.",road & highway
traffic management plan,"A civil term meaning trafik yönetim planı, used in site, drawing, installation or coordination contexts.",road & highway
temporary traffic signal,"A civil term meaning geçici trafik sinyali, used in site, drawing, installation or coordination contexts.",road & highway
bridge scour,"A civil term meaning köprü oyulması, used in site, drawing, installation or coordination contexts.",bridges
bridge bearing replacement,"A civil term meaning köprü mesnet değişimi, used in site, drawing, installation or coordination contexts.",bridges
bridge deck waterproofing,"A civil term meaning köprü tablası su yalıtımı, used in site, drawing, installation or coordination contexts.",bridges
tunnel invert,"A civil term meaning tünel taban kısmı, used in site, drawing, installation or coordination contexts.",tunnels & underground
face support (tunnel),"A civil term meaning ayna desteği (tünel), used in site, drawing, installation or coordination contexts.",tunnels & underground
timber frame,"A civil term meaning ahşap iskelet, used in site, drawing, installation or coordination contexts.",timber construction
glulam beam,"A civil term meaning yapıştırılmış lamine kiriş, used in site, drawing, installation or coordination contexts.",timber construction
cross-laminated timber,"A civil term meaning çapraz lamine ahşap, used in site, drawing, installation or coordination contexts.",timber construction
timber joist,"A civil term meaning ahşap kiriş (döşeme), used in site, drawing, installation or coordination contexts.",timber construction
timber truss,"A civil term meaning ahşap makas, used in site, drawing, installation or coordination contexts.",timber construction
wood preservative treatment,"A civil term meaning ahşap koruyucu işlemi, used in site, drawing, installation or coordination contexts.",timber construction
timber connector,"A civil term meaning ahşap bağlantı elemanı, used in site, drawing, installation or coordination contexts.",timber construction
safety barrier (site),"A civil term meaning güvenlik bariyeri (saha), used in site, drawing, installation or coordination contexts.",site safety civil
excavation shoring inspection,"A civil term meaning kazı iksa muayenesi, used in site, drawing, installation or coordination contexts.",site safety civil
site induction,"A civil term meaning saha oryantasyonu, used in site, drawing, installation or coordination contexts.",site safety civil
toolbox talk (civil),"A civil term meaning sabah güvenlik toplantısı (inşaat), used in site, drawing, installation or coordination contexts.",site safety civil
refurbishment,"A civil term meaning yenileme / tadilat, used in site, drawing, installation or coordination contexts.",renovation refurbishment
retrofit,"A civil term meaning güçlendirme / iyileştirme, used in site, drawing, installation or coordination contexts.",renovation refurbishment
structural strengthening,"A civil term meaning yapısal güçlendirme, used in site, drawing, installation or coordination contexts.",renovation refurbishment
facade retrofit,"A civil term meaning cephe yenileme, used in site, drawing, installation or coordination contexts.",renovation refurbishment
building extension,"A civil term meaning bina eklentisi, used in site, drawing, installation or coordination contexts.",renovation refurbishment
baseline schedule,"A civil term meaning temel program, used in site, drawing, installation or coordination contexts.",site management
schedule update,"A civil term meaning program güncellemesi, used in site, drawing, installation or coordination contexts.",site management
procurement schedule (civil),"A civil term meaning tedarik programı, used in site, drawing, installation or coordination contexts.",site management
labour productivity,"A civil term meaning işçilik verimliliği, used in site, drawing, installation or coordination contexts.",site management
site risk register,"A civil term meaning saha risk kaydı, used in site, drawing, installation or coordination contexts.",site management
cost variance,"A civil term meaning maliyet sapması, used in site, drawing, installation or coordination contexts.",quantity surveying
earned value analysis,"A civil term meaning kazanılmış değer analizi, used in site, drawing, installation or coordination contexts.",quantity surveying
scaffolder,"A civil term meaning iskeleci, used in site, drawing, installation or coordination contexts.",civil / building elements
crane operator,"A civil term meaning vinç operatörü, used in site, drawing, installation or coordination contexts.",civil / building elements
site supervisor,"A civil term meaning saha nezaretçisi, used in site, drawing, installation or coordination contexts.",civil / building elements
hard hat,"A civil term meaning baret, used in site, drawing, installation or coordination contexts.",civil / building elements
safety boots,"A civil term meaning iş ayakkabısı, used in site, drawing, installation or coordination contexts.",civil / building elements
high-visibility vest,"A civil term meaning reflektörlü yelek, used in site, drawing, installation or coordination contexts.",civil / building elements
site canteen,"A civil term meaning şantiye yemekhanesi, used in site, drawing, installation or coordination contexts.",civil / building elements
material delivery,"A civil term meaning malzeme teslimatı, used in site, drawing, installation or coordination contexts.",civil / building elements
construction vehicle,"A civil term meaning inşaat aracı, used in site, drawing, installation or coordination contexts.",civil / building elements
perimeter fence,"A civil term meaning çevre çiti, used in site, drawing, installation or coordination contexts.",civil / building elements
concrete pour sequence,"A civil term meaning beton döküm sırası, used in site, drawing, installation or coordination contexts.",concrete works
mass concrete pour,"A civil term meaning kütle beton dökümü, used in site, drawing, installation or coordination contexts.",concrete works
concrete surface defect,"A civil term meaning beton yüzey kusuru, used in site, drawing, installation or coordination contexts.",concrete works
water reducing admixture,"A civil term meaning su azaltıcı katkı, used in site, drawing, installation or coordination contexts.",concrete works
retarding admixture,"A civil term meaning geciktirici katkı, used in site, drawing, installation or coordination contexts.",concrete works
accelerating admixture,"A civil term meaning hızlandırıcı katkı, used in site, drawing, installation or coordination contexts.",concrete works
stainless steel reinforcement,"A civil term meaning paslanmaz donatı, used in site, drawing, installation or coordination contexts.",structural steel
steel connection design,"A civil term meaning çelik bağlantı tasarımı, used in site, drawing, installation or coordination contexts.",structural steel
bolt torque specification,"A civil term meaning cıvata tork şartnamesi, used in site, drawing, installation or coordination contexts.",structural steel
pile integrity test,"A civil term meaning kazık bütünlük testi, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
cone penetration test,"A civil term meaning koni penetrasyon testi, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
geotechnical instrumentation,"A civil term meaning geoteknik enstrümantasyon, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
settlement monitoring,"A civil term meaning oturma izleme, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
excavation permit,"A civil term meaning kazı izni, used in site, drawing, installation or coordination contexts.",earthworks & excavation
trench box,"A civil term meaning hendek kutusu, used in site, drawing, installation or coordination contexts.",earthworks & excavation
borrow pit,"A civil term meaning ödünç malzeme ocağı, used in site, drawing, installation or coordination contexts.",earthworks & excavation
road safety audit,"A civil term meaning yol güvenliği denetimi, used in site, drawing, installation or coordination contexts.",road & highway
pavement rehabilitation,"A civil term meaning kaplama iyileştirme, used in site, drawing, installation or coordination contexts.",road & highway
geometric design (road),"A civil term meaning geometrik tasarım (yol), used in site, drawing, installation or coordination contexts.",road & highway
bridge load rating,"A civil term meaning köprü yük sınıflandırması, used in site, drawing, installation or coordination contexts.",bridges
bridge substructure,"A civil term meaning köprü alt yapısı, used in site, drawing, installation or coordination contexts.",bridges
bridge superstructure,"A civil term meaning köprü üst yapısı, used in site, drawing, installation or coordination contexts.",bridges
real-time kinematic survey,"A civil term meaning gerçek zamanlı kinematik ölçüm, used in site, drawing, installation or coordination contexts.",surveying
survey control point,"A civil term meaning ölçüm kontrol noktası, used in site, drawing, installation or coordination contexts.",surveying
combined sewer system,"A civil term meaning birleşik kanalizasyon sistemi, used in site, drawing, installation or coordination contexts.",water & drainage
separate sewer system,"A civil term meaning ayrık kanalizasyon sistemi, used in site, drawing, installation or coordination contexts.",water & drainage
sewer rehabilitation,"A civil term meaning kanalizasyon iyileştirme, used in site, drawing, installation or coordination contexts.",water & drainage
reinforced masonry,"A civil term meaning donatılı yığma yapı, used in site, drawing, installation or coordination contexts.",masonry
masonry veneer,"A civil term meaning yığma cephe kaplaması, used in site, drawing, installation or coordination contexts.",masonry
crystalline waterproofing,"A civil term meaning kristalize su yalıtımı, used in site, drawing, installation or coordination contexts.",waterproofing
injection waterproofing,"A civil term meaning enjeksiyon su yalıtımı, used in site, drawing, installation or coordination contexts.",waterproofing
cost significant item,"A civil term meaning maliyet açısından önemli kalem, used in site, drawing, installation or coordination contexts.",quantity surveying
schedule of rates,"A civil term meaning birim fiyat cetveli, used in site, drawing, installation or coordination contexts.",quantity surveying
crawler crane,"A civil term meaning paletli vinç, used in site, drawing, installation or coordination contexts.",construction equipment
wheel loader,"A civil term meaning lastikli yükleyici, used in site, drawing, installation or coordination contexts.",construction equipment
motor grader,"A civil term meaning greyder, used in site, drawing, installation or coordination contexts.",construction equipment
earned value management,"A civil term meaning kazanılmış değer yönetimi, used in site, drawing, installation or coordination contexts.",site management
construction claim,"A civil term meaning inşaat talebi, used in site, drawing, installation or coordination contexts.",site management
site quality plan,"A civil term meaning saha kalite planı, used in site, drawing, installation or coordination contexts.",site management
accidental action,"A civil term meaning kaza yükü/etkisi, used in site, drawing, installation or coordination contexts.",standards & codes
robustness requirement,"A civil term meaning sağlamlık gereksinimi, used in site, drawing, installation or coordination contexts.",standards & codes
capacity design,"A civil term meaning kapasite tasarımı, used in site, drawing, installation or coordination contexts.",structural design civil
second order effect,"A civil term meaning ikinci mertebe etkisi, used in site, drawing, installation or coordination contexts.",structural design civil
site accommodation,"A civil term meaning şantiye barakası, used in site, drawing, installation or coordination contexts.",civil / building elements
welfare facilities (site),"A civil term meaning sosyal tesisler (saha), used in site, drawing, installation or coordination contexts.",civil / building elements
construction stage certificate,"A civil term meaning inşaat aşama sertifikası, used in site, drawing, installation or coordination contexts.",civil / building elements
phased handover,"A civil term meaning aşamalı teslim, used in site, drawing, installation or coordination contexts.",civil / building elements
as-built coordinates,"A civil term meaning yapıldığı gibi koordinatlar, used in site, drawing, installation or coordination contexts.",civil / building elements
construction tolerance,"A civil term meaning inşaat toleransı, used in site, drawing, installation or coordination contexts.",civil / building elements
site condition survey,"A civil term meaning saha durum tespiti, used in site, drawing, installation or coordination contexts.",civil / building elements
tunnel lining segment,"A civil term meaning tünel kaplama segmenti, used in site, drawing, installation or coordination contexts.",tunnels & underground
grouting behind lining,"A civil term meaning kaplama arkası enjeksiyon, used in site, drawing, installation or coordination contexts.",tunnels & underground
dam seepage,"A civil term meaning baraj sızıntısı, used in site, drawing, installation or coordination contexts.",dams & hydraulic structures
dam instrumentation,"A civil term meaning baraj enstrümantasyonu, used in site, drawing, installation or coordination contexts.",dams & hydraulic structures
turnout (railway),"A civil term meaning makas (demiryolu), used in site, drawing, installation or coordination contexts.",railway works
track alignment,"A civil term meaning hat güzergahı, used in site, drawing, installation or coordination contexts.",railway works
groundwater contamination,"A civil term meaning yeraltı suyu kirliliği, used in site, drawing, installation or coordination contexts.",environment
concrete mixing time,"A civil term meaning beton karıştırma süresi, used in site, drawing, installation or coordination contexts.",concrete works
batch weight (concrete),"A civil term meaning şarj ağırlığı (beton), used in site, drawing, installation or coordination contexts.",concrete works
concrete transport time,"A civil term meaning beton nakil süresi, used in site, drawing, installation or coordination contexts.",concrete works
form pressure (concrete),"A civil term meaning kalıp basıncı (beton), used in site, drawing, installation or coordination contexts.",concrete works
concrete placement method,"A civil term meaning beton yerleştirme yöntemi, used in site, drawing, installation or coordination contexts.",concrete works
steel detailing,"A civil term meaning çelik detaylandırma, used in site, drawing, installation or coordination contexts.",structural steel
bolt preload (steel),"A civil term meaning cıvata ön yüklemesi (çelik), used in site, drawing, installation or coordination contexts.",structural steel
steel member size,"A civil term meaning çelik eleman kesiti, used in site, drawing, installation or coordination contexts.",structural steel
earth pressure,"A civil term meaning toprak basıncı, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
active earth pressure,"A civil term meaning aktif toprak basıncı, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
passive earth pressure,"A civil term meaning pasif toprak basıncı, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
foundation depth,"A civil term meaning temel derinliği, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
haul road,"A civil term meaning nakliye yolu, used in site, drawing, installation or coordination contexts.",earthworks & excavation
excavation batter angle,"A civil term meaning kazı şev açısı, used in site, drawing, installation or coordination contexts.",earthworks & excavation
road furniture,"A civil term meaning yol donanımı, used in site, drawing, installation or coordination contexts.",road & highway
traffic calming measure,"A civil term meaning trafik sakinleştirme önlemi, used in site, drawing, installation or coordination contexts.",road & highway
bridge joint sealant,"A civil term meaning köprü derz dolgusu, used in site, drawing, installation or coordination contexts.",bridges
test frequency,"A civil term meaning test sıklığı, used in site, drawing, installation or coordination contexts.",quality control
sampling plan,"A civil term meaning numune alma planı, used in site, drawing, installation or coordination contexts.",quality control
notice of claim,"A civil term meaning talep bildirimi, used in site, drawing, installation or coordination contexts.",contracts & claims
dispute resolution (civil),"A civil term meaning uyuşmazlık çözümü, used in site, drawing, installation or coordination contexts.",contracts & claims
site coordination meeting,"A civil term meaning saha koordinasyon toplantısı, used in site, drawing, installation or coordination contexts.",site management
interface management,"A civil term meaning arayüz yönetimi, used in site, drawing, installation or coordination contexts.",site management
civil works inspector,"A civil term meaning inşaat işleri müfettişi, used in site, drawing, installation or coordination contexts.",civil / building elements
construction sequence drawing,"A civil term meaning inşaat sırası çizimi, used in site, drawing, installation or coordination contexts.",civil / building elements
site welfare unit,"A civil term meaning saha sosyal ünitesi, used in site, drawing, installation or coordination contexts.",civil / building elements
temporary utility connection,"A civil term meaning geçici altyapı bağlantısı, used in site, drawing, installation or coordination contexts.",civil / building elements
construction quality record,"A civil term meaning inşaat kalite kaydı, used in site, drawing, installation or coordination contexts.",civil / building elements
masonry unit,"A civil term meaning yığma birim (blok/tuğla), used in site, drawing, installation or coordination contexts.",masonry
bed joint,"A civil term meaning yatay derz, used in site, drawing, installation or coordination contexts.",masonry
waterproofing detail,"A civil term meaning su yalıtım detayı, used in site, drawing, installation or coordination contexts.",waterproofing
precast facade panel,"A civil term meaning prefabrik cephe paneli, used in site, drawing, installation or coordination contexts.",precast elements
timber decking,"A civil term meaning ahşap döşeme (dış), used in site, drawing, installation or coordination contexts.",timber construction
construction joint detail,"A civil term meaning inşaat derzi detayı, used in site, drawing, installation or coordination contexts.",civil / building elements
site logistics coordinator,"A civil term meaning saha lojistik koordinatörü, used in site, drawing, installation or coordination contexts.",civil / building elements
civil works snagging,"A civil term meaning inşaat işleri eksik tespiti, used in site, drawing, installation or coordination contexts.",civil / building elements
temporary works permit,"A civil term meaning geçici işler izni, used in site, drawing, installation or coordination contexts.",civil / building elements
as-built record drawing,"A civil term meaning yapıldığı gibi kayıt çizimi, used in site, drawing, installation or coordination contexts.",civil / building elements
structural peer review,"A civil term meaning yapısal bağımsız inceleme, used in site, drawing, installation or coordination contexts.",structural design civil
foundation type selection,"A civil term meaning temel türü seçimi, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
geotechnical risk assessment,"A civil term meaning geoteknik risk değerlendirmesi, used in site, drawing, installation or coordination contexts.",foundations & geotechnical
pavement condition survey,"A civil term meaning kaplama durum tespiti, used in site, drawing, installation or coordination contexts.",road & highway
drainage capacity calculation,"A civil term meaning drenaj kapasite hesabı, used in site, drawing, installation or coordination contexts.",water & drainage
concrete strength class,"A civil term meaning beton dayanım sınıfı, used in site, drawing, installation or coordination contexts.",concrete works
concrete exposure class,"A civil term meaning beton maruziyet sınıfı, used in site, drawing, installation or coordination contexts.",concrete works
concrete testing laboratory,"A civil term meaning beton test laboratuvarı, used in site, drawing, installation or coordination contexts.",concrete works
concrete production control,"A civil term meaning beton üretim kontrolü, used in site, drawing, installation or coordination contexts.",concrete works
concrete delivery schedule,"A civil term meaning beton teslim programı, used in site, drawing, installation or coordination contexts.",concrete works
concrete finishing tool,"A civil term meaning beton bitirme aleti, used in site, drawing, installation or coordination contexts.",concrete works
steel fabrication drawing,"A civil term meaning çelik imalat çizimi, used in site, drawing, installation or coordination contexts.",structural steel
steel surface preparation,"A civil term meaning çelik yüzey hazırlığı, used in site, drawing, installation or coordination contexts.",structural steel
